name	N_tot	nbg_tot	nsig_tot	n_tot	rate_bg	rate_sig	rate_tot	log_rate_tot	n_ind	N_ind	mu_ind	exclude_from_pCL
ZL210522	28852344	212	95	307	7.347757e-06	3.292627e-06	1.064038e-05	-4.973043e+00	10	8.655703e+07	1.155308e-07	0
ZL210798	28852344	42	28	70	1.455688e-06	9.704584e-07	2.426146e-06	-5.615083e+00	8	8.655703e+07	9.242461e-08	0
ZL210842	28852344	77	33	110	2.668761e-06	1.143755e-06	3.812515e-06	-5.418788e+00	10	8.655703e+07	1.155308e-07	0
ZL210860	28852344	82	54	136	2.842057e-06	1.871598e-06	4.713655e-06	-5.326642e+00	10	8.655703e+07	1.155308e-07	0
ZL210905	28852344	103	48	151	3.569901e-06	1.663643e-06	5.233544e-06	-5.281204e+00	3	8.655703e+07	3.465923e-08	0
ZL210917	28852344	0	1	1	0	3.465923e-08	3.465923e-08	-7.460181e+00	0	8.655703e+07	0	0
ZL210961	28852344	228	100	328	7.902304e-06	3.465923e-06	1.136823e-05	-4.944307e+00	8	8.655703e+07	9.242461e-08	0
ZL211081	28852344	61	31	92	2.114213e-06	1.074436e-06	3.188649e-06	-5.496393e+00	5	8.655703e+07	5.776538e-08	0
ZL211093	28852344	2	0	2	6.931846e-08	0	6.931846e-08	-7.159151e+00	0	8.655703e+07	0	0
ZL211372	28852344	37	14	51	1.282391e-06	4.852292e-07	1.767621e-06	-5.752611e+00	5	8.655703e+07	5.776538e-08	0
ZL211383	28852344	102	51	153	3.535241e-06	1.767621e-06	5.302862e-06	-5.275490e+00	9	8.655703e+07	1.039777e-07	0
ZL211402	28852344	58	24	82	2.010235e-06	8.318215e-07	2.842057e-06	-5.546367e+00	9	8.655703e+07	1.039777e-07	0
ZL211456	28852344	83	45	128	2.876716e-06	1.559665e-06	4.436381e-06	-5.352971e+00	8	8.655703e+07	9.242461e-08	0
ZL211498	28852344	94	57	151	3.257968e-06	1.975576e-06	5.233544e-06	-5.281204e+00	8	8.655703e+07	9.242461e-08	0
ZL211549	28852344	40	29	69	1.386369e-06	1.005118e-06	2.391487e-06	-5.621332e+00	5	8.655703e+07	5.776538e-08	0
ZL211583	28852344	100	45	145	3.465923e-06	1.559665e-06	5.025588e-06	-5.298813e+00	12	8.655703e+07	1.386369e-07	0
ZL211599	28852344	124	64	188	4.297744e-06	2.218191e-06	6.515935e-06	-5.186023e+00	8	8.655703e+07	9.242461e-08	0
ZL211606	28852344	249	91	340	8.630148e-06	3.153990e-06	1.178414e-05	-4.928702e+00	3	8.655703e+07	3.465923e-08	0
ZL211643	28852344	114	52	166	3.951152e-06	1.802280e-06	5.753432e-06	-5.240073e+00	11	8.655703e+07	1.270838e-07	0
ZL211653	28852344	64	25	89	2.218191e-06	8.664807e-07	3.084671e-06	-5.510791e+00	7	8.655703e+07	8.087154e-08	0
ZL211683	28852344	60	41	101	2.079554e-06	1.421028e-06	3.500582e-06	-5.455860e+00	3	8.655703e+07	3.465923e-08	0
ZL211693	28852344	60	26	86	2.079554e-06	9.011400e-07	2.980694e-06	-5.525683e+00	7	8.655703e+07	8.087154e-08	0
ZL211703	28852344	42	22	64	1.455688e-06	7.625030e-07	2.218191e-06	-5.654001e+00	4	8.655703e+07	4.621231e-08	0
ZL211704	28852344	99	56	155	3.431264e-06	1.940917e-06	5.372181e-06	-5.269849e+00	8	8.655703e+07	9.242461e-08	0
ZL211707	28852344	3	0	3	1.039777e-07	0	1.039777e-07	-6.983060e+00	0	8.655703e+07	0	0
ZL211709	28852344	48	37	85	1.663643e-06	1.282391e-06	2.946034e-06	-5.530762e+00	7	8.655703e+07	8.087154e-08	0
ZL211710	28852344	115	52	167	3.985811e-06	1.802280e-06	5.788091e-06	-5.237465e+00	5	8.655703e+07	5.776538e-08	0
ZL211720	28852344	105	64	169	3.639219e-06	2.218191e-06	5.857410e-06	-5.232294e+00	13	8.655703e+07	1.501900e-07	0
ZL211733	28852344	21	11	32	7.278438e-07	3.812515e-07	1.109095e-06	-5.955031e+00	2	8.655703e+07	2.310615e-08	0
ZL211761	28852344	158	73	231	5.476158e-06	2.530124e-06	8.006282e-06	-5.096569e+00	9	8.655703e+07	1.039777e-07	0
ZL211768	28852344	63	34	97	2.183531e-06	1.178414e-06	3.361945e-06	-5.473409e+00	5	8.655703e+07	5.776538e-08	0
ZL211789	28852344	5	1	6	1.732961e-07	3.465923e-08	2.079554e-07	-6.682030e+00	0	8.655703e+07	0	0
ZL211817	28852344	43	13	56	1.490347e-06	4.505700e-07	1.940917e-06	-5.711993e+00	4	8.655703e+07	4.621231e-08	0
ZL211826	28852344	148	71	219	5.129566e-06	2.460805e-06	7.590371e-06	-5.119737e+00	14	8.655703e+07	1.617431e-07	0
ZL211827	28852344	46	23	69	1.594325e-06	7.971623e-07	2.391487e-06	-5.621332e+00	9	8.655703e+07	1.039777e-07	0
ZL211828	28852344	51	34	85	1.767621e-06	1.178414e-06	2.946034e-06	-5.530762e+00	9	8.655703e+07	1.039777e-07	0
ZL211891	28852344	58	34	92	2.010235e-06	1.178414e-06	3.188649e-06	-5.496393e+00	5	8.655703e+07	5.776538e-08	0
ZL211921	28852344	90	40	130	3.119331e-06	1.386369e-06	4.505700e-06	-5.346238e+00	10	8.655703e+07	1.155308e-07	0
ZL211953	28852344	45	25	70	1.559665e-06	8.664807e-07	2.426146e-06	-5.615083e+00	4	8.655703e+07	4.621231e-08	0
ZL211974	28852344	66	51	117	2.287509e-06	1.767621e-06	4.055130e-06	-5.391995e+00	15	8.655703e+07	1.732961e-07	0
ZL211976	28852344	43	31	74	1.490347e-06	1.074436e-06	2.564783e-06	-5.590949e+00	9	8.655703e+07	1.039777e-07	0
ZL212037	28852344	94	38	132	3.257968e-06	1.317051e-06	4.575018e-06	-5.339607e+00	5	8.655703e+07	5.776538e-08	0
ZL212061	28852344	37	20	57	1.282391e-06	6.931846e-07	1.975576e-06	-5.704306e+00	1	8.655703e+07	1.155308e-08	0
ZL212063	28852344	53	27	80	1.836939e-06	9.357992e-07	2.772738e-06	-5.557091e+00	9	8.655703e+07	1.039777e-07	0
ZL212068	28852344	32	13	45	1.109095e-06	4.505700e-07	1.559665e-06	-5.806969e+00	2	8.655703e+07	2.310615e-08	0
ZL212097	28852344	61	32	93	2.114213e-06	1.109095e-06	3.223308e-06	-5.491698e+00	7	8.655703e+07	8.087154e-08	0
ZL212098	28852344	29	17	46	1.005118e-06	5.892069e-07	1.594325e-06	-5.797423e+00	4	8.655703e+07	4.621231e-08	0
ZL212237	28852344	149	67	216	5.164225e-06	2.322168e-06	7.486393e-06	-5.125727e+00	13	8.655703e+07	1.501900e-07	0
ZL212250	28852344	62	34	96	2.148872e-06	1.178414e-06	3.327286e-06	-5.477910e+00	7	8.655703e+07	8.087154e-08	0
ZL212278	28852344	55	30	85	1.906258e-06	1.039777e-06	2.946034e-06	-5.530762e+00	2	8.655703e+07	2.310615e-08	0
ZL212293	28852344	61	35	96	2.114213e-06	1.213073e-06	3.327286e-06	-5.477910e+00	10	8.655703e+07	1.155308e-07	0
ZL212299	28852344	38	12	50	1.317051e-06	4.159107e-07	1.732961e-06	-5.761211e+00	3	8.655703e+07	3.465923e-08	0
ZL212357	28852344	39	34	73	1.351710e-06	1.178414e-06	2.530124e-06	-5.596858e+00	2	8.655703e+07	2.310615e-08	0
ZL212392	28852344	83	47	130	2.876716e-06	1.628984e-06	4.505700e-06	-5.346238e+00	11	8.655703e+07	1.270838e-07	0
ZL212423	28852344	135	64	199	4.678996e-06	2.218191e-06	6.897187e-06	-5.161328e+00	6	8.655703e+07	6.931846e-08	0
ZL212425	28852344	115	60	175	3.985811e-06	2.079554e-06	6.065365e-06	-5.217143e+00	9	8.655703e+07	1.039777e-07	0
ZL212433	28852344	181	424	605	6.273320e-06	1.469551e-05	2.096883e-05	-4.678426e+00	332	8.655703e+07	3.835621e-06	0
ZL212462	28852344	51	30	81	1.767621e-06	1.039777e-06	2.807398e-06	-5.551696e+00	6	8.655703e+07	6.931846e-08	0
ZL212505	28852344	127	72	199	4.401722e-06	2.495464e-06	6.897187e-06	-5.161328e+00	3	8.655703e+07	3.465923e-08	0
ZL212534	28852344	40	27	67	1.386369e-06	9.357992e-07	2.322168e-06	-5.634106e+00	9	8.655703e+07	1.039777e-07	0
ZL212590	28852344	261	127	388	9.046059e-06	4.401722e-06	1.344778e-05	-4.871349e+00	17	8.655703e+07	1.964023e-07	0
ZL212614	28852344	138	79	217	4.782974e-06	2.738079e-06	7.521053e-06	-5.123721e+00	14	8.655703e+07	1.617431e-07	0
ZL212645	28852344	50	39	89	1.732961e-06	1.351710e-06	3.084671e-06	-5.510791e+00	7	8.655703e+07	8.087154e-08	0
ZL212991	28852344	34	19	53	1.178414e-06	6.585254e-07	1.836939e-06	-5.735905e+00	2	8.655703e+07	2.310615e-08	0
ZL213246	28852344	47	27	74	1.628984e-06	9.357992e-07	2.564783e-06	-5.590949e+00	3	8.655703e+07	3.465923e-08	0
ZL213328	28852344	68	35	103	2.356828e-06	1.213073e-06	3.569901e-06	-5.447344e+00	8	8.655703e+07	9.242461e-08	0
ZL213518	28852344	137	71	208	4.748314e-06	2.460805e-06	7.209120e-06	-5.142118e+00	8	8.655703e+07	9.242461e-08	0
ZL213692	28852344	1	1	2	3.465923e-08	3.465923e-08	6.931846e-08	-7.159151e+00	1	8.655703e+07	1.155308e-08	0
ZL213785	28852344	53	40	93	1.836939e-06	1.386369e-06	3.223308e-06	-5.491698e+00	8	8.655703e+07	9.242461e-08	0
ZL213801	28852344	82	50	132	2.842057e-06	1.732961e-06	4.575018e-06	-5.339607e+00	4	8.655703e+07	4.621231e-08	0
ZL213836	28852344	25	12	37	8.664807e-07	4.159107e-07	1.282391e-06	-5.891979e+00	1	8.655703e+07	1.155308e-08	0
ZL214548	28852344	50	31	81	1.732961e-06	1.074436e-06	2.807398e-06	-5.551696e+00	11	8.655703e+07	1.270838e-07	0
ZL214774	28852344	50	41	91	1.732961e-06	1.421028e-06	3.153990e-06	-5.501140e+00	13	8.655703e+07	1.501900e-07	0
ZL215712	28852344	21	19	40	7.278438e-07	6.585254e-07	1.386369e-06	-5.858121e+00	4	8.655703e+07	4.621231e-08	0
ZL217568	28852344	74	33	107	2.564783e-06	1.143755e-06	3.708538e-06	-5.430797e+00	5	8.655703e+07	5.776538e-08	0
ZL217739	28852344	55	25	80	1.906258e-06	8.664807e-07	2.772738e-06	-5.557091e+00	4	8.655703e+07	4.621231e-08	0
ZL471600	28852344	117	67	184	4.055130e-06	2.322168e-06	6.377298e-06	-5.195363e+00	9	8.655703e+07	1.039777e-07	0
ZL685304	28852344	303	146	449	1.050175e-05	5.060247e-06	1.556199e-05	-4.807935e+00	29	8.655703e+07	3.350392e-07	0
ZL724573	28852344	144	69	213	4.990929e-06	2.391487e-06	7.382416e-06	-5.131801e+00	10	8.655703e+07	1.155308e-07	0
ZL769907	28852344	63	25	88	2.183531e-06	8.664807e-07	3.050012e-06	-5.515698e+00	4	8.655703e+07	4.621231e-08	0
ZL788093	28852344	121	59	180	4.193767e-06	2.044895e-06	6.238661e-06	-5.204909e+00	7	8.655703e+07	8.087154e-08	0
ZL811557	28852344	93	46	139	3.223308e-06	1.594325e-06	4.817633e-06	-5.317166e+00	7	8.655703e+07	8.087154e-08	0
ZL838091	28852344	112	81	193	3.881834e-06	2.807398e-06	6.689231e-06	-5.174624e+00	13	8.655703e+07	1.501900e-07	0
ZL885253	28852344	72	39	111	2.495464e-06	1.351710e-06	3.847174e-06	-5.414858e+00	12	8.655703e+07	1.386369e-07	0
ZL903239	28852344	552	288	840	1.913189e-05	9.981858e-06	2.911375e-05	-4.535902e+00	24	8.655703e+07	2.772738e-07	0
ZL904678	28852344	127	70	197	4.401722e-06	2.426146e-06	6.827868e-06	-5.165715e+00	12	8.655703e+07	1.386369e-07	0
ZL981061	28852344	110	36	146	3.812515e-06	1.247732e-06	5.060247e-06	-5.295828e+00	7	8.655703e+07	8.087154e-08	0
ZL984521	28852344	119	82	201	4.124448e-06	2.842057e-06	6.966505e-06	-5.156985e+00	13	8.655703e+07	1.501900e-07	0
ZL995439	28852344	75	35	110	2.599442e-06	1.213073e-06	3.812515e-06	-5.418788e+00	8	8.655703e+07	9.242461e-08	0
ZL998638	28852344	56	34	90	1.940917e-06	1.178414e-06	3.119331e-06	-5.505939e+00	7	8.655703e+07	8.087154e-08	0
