chromosome	start	end	germlineStatus	bafCount	observedBAF	minorAllelePloidy	minorAllelePloidyDeviation	observedTumorRatio	observedNormalRatio	majorAllelePloidy	majorAllelePloidyDeviation	deviationPenalty	tumorCopyNumber	fittedTumorCopyNumber	fittedBAF	refNormalisedCopyNumber	ratioSupport	support	depthWindowCount	tumorBAF	gcContent	svCluster	eventPenalty	minStart	maxStart
chr8	123153001	123154000	DIPLOID	0	0.0000	4.3880	0.9980	3.8978	0.9192	5.0000	0.2000	0.0000	9.3880	0.0000	0.0000	9.4188	true	NONE	1	0.5326	0.4350	false	2.9164	123153001	123153001
chr8	123154001	124001000	DIPLOID	87	0.5417	1.0000	0.2000	0.9709	1.0082	1.0525	0.3246	0.2842	2.0525	0.0000	0.0000	2.0494	true	NONE	813	0.5128	0.4123	false	1.0157	123154001	123154001
chr8	124001001	124356000	DIPLOID	28	0.5509	0.8533	0.7583	0.9273	0.9865	1.0899	0.5268	0.7080	1.9432	0.0000	0.0000	1.9483	true	NONE	342	0.5609	0.4221	false	1.0710	124001001	124001001
chr8	124356001	124437000	DIPLOID	0	0.0000	0.0000	0.2000	0.5214	0.9506	0.9259	1.0027	0.0000	0.9259	0.0000	0.0000	0.9447	true	NONE	77	1.0000	0.4177	false	1.3222	124356001	124356001
chr8	124437001	128746000	DIPLOID	838	0.5366	1.0000	0.2000	0.9539	0.9968	1.0099	0.2000	0.2146	2.0099	0.0000	0.0000	2.0111	true	NONE	4121	0.5025	0.4137	false	1.0030	124437001	124437001
chr8	128746001	128948000	DIPLOID	68	0.5461	0.8389	0.8014	0.9049	0.9654	1.0480	0.2983	0.6006	1.8869	0.0000	0.0000	1.9001	true	NONE	192	0.5554	0.4679	false	1.0627	128746001	128746001
chr8	128948001	128949000	HET_DELETION	0	0.0000	0.6866	0.9876	0.7530	0.7398	0.8197	1.9701	0.0000	1.5063	0.0000	0.0000	1.6054	true	NONE	1	0.5442	0.5100	false	1.1481	128948001	128948001
chr8	128949001	128960000	HET_DELETION	0	0.0000	0.0000	0.2000	0.5258	0.5617	0.9370	0.8648	0.0000	0.9370	0.0000	0.0000	1.1039	true	NONE	11	1.0000	0.4763	false	1.3189	128949001	128949001
chr8	128960001	129756000	DIPLOID	161	0.5340	1.0000	0.2000	0.9718	1.0060	1.0547	0.3377	0.2871	2.0547	0.0000	0.0000	2.0525	true	NONE	757	0.5133	0.4064	false	1.0164	128948001	128960001
chr8	129756001	129766000	HET_DELETION	2	0.5885	0.0000	0.2000	0.4601	0.5261	0.7721	2.2039	1.4147	0.7721	0.0000	0.0000	0.9526	true	NONE	3	1.0000	0.2710	false	1.3684	129756001	129763001
chr8	129766001	136997000	DIPLOID	1155	0.5368	1.0000	0.2000	0.9659	1.0010	1.0398	0.2491	0.2411	2.0398	0.0000	0.0000	2.0394	true	NONE	6869	0.5098	0.4153	false	1.0119	129756001	129766001
chr8	136997001	136998000	HET_DELETION	0	0.0000	0.0000	0.2000	0.4717	0.4754	0.8013	2.0726	0.0000	0.8013	0.0000	0.0000	1.0011	true	NONE	1	1.0000	0.3560	false	1.3596	136997001	136997001
chr8	136998001	138743000	DIPLOID	329	0.5361	1.0000	0.2000	0.9504	0.9927	1.0010	0.2000	0.2144	2.0010	0.0000	0.0000	2.0038	true	NONE	1668	0.5003	0.3739	false	1.0003	136997001	136998001
chr8	138743001	138744000	HET_DELETION	0	0.0000	0.0000	0.2000	0.1835	0.2709	0.0789	2.3242	0.0000	0.0789	0.0000	0.0000	0.3567	true	NONE	1	1.0000	0.3800	false	1.5763	138743001	138743001
chr8	138744001	139546000	DIPLOID	101	0.5432	1.0000	0.2000	0.9553	0.9968	1.0133	0.2000	0.2173	2.0133	0.0000	0.0000	2.0145	true	NONE	725	0.5033	0.4091	false	1.0040	138743001	138744001
chr8	139546001	139547000	HET_DELETION	0	0.0000	0.0000	0.2000	0.3365	0.5376	0.4624	2.8059	0.0000	0.4624	0.0000	0.0000	0.6386	true	NONE	1	1.0000	0.2380	false	1.4613	139546001	139546001
chr8	139547001	140816000	DIPLOID	222	0.5373	1.0000	0.2000	0.9595	1.0066	1.0237	0.2000	0.2149	2.0237	0.0000	0.0000	2.0212	true	NONE	1223	0.5059	0.4529	false	1.0071	139546001	139547001
chr8	140816001	140817000	HET_DELETION	0	0.0000	0.0000	0.2000	0.4293	0.2969	0.6950	2.4277	0.0000	0.6950	0.0000	0.0000	0.9628	true	NONE	1	1.0000	0.5950	false	1.3915	140816001	140816001
chr8	140817001	142928000	DIPLOID	331	0.5432	0.9674	0.2055	0.9370	0.9983	1.0000	0.2000	0.2203	1.9674	0.0000	0.0000	1.9680	true	NONE	1789	0.5083	0.4895	false	1.0098	140816001	140817001
chr8	142928001	142934000	HET_DELETION	0	0.0000	0.0000	0.2000	0.4932	0.5365	0.8552	1.7216	0.0000	0.8552	0.0000	0.0000	1.0318	true	NONE	6	1.0000	0.4682	false	1.3434	142928001	142928001
chr8	142934001	143825000	DIPLOID	268	0.5385	0.9809	0.2000	0.9424	0.9967	1.0000	0.2000	0.2154	1.9809	0.0000	0.0000	1.9821	true	NONE	568	0.5048	0.5551	false	1.0057	142928001	142934001
chr8	143825001	143826000	HET_DELETION	0	0.0000	0.0000	0.2000	0.1538	0.1990	0.0045	1.5507	0.0000	0.0045	0.0000	0.0000	0.3097	true	NONE	1	1.0000	0.5370	false	1.5986	143825001	143825001
chr8	143826001	143827000	HET_DELETION	0	0.0000	0.0000	0.2000	0.4458	0.4592	0.7363	2.3247	0.0000	0.7363	0.0000	0.0000	0.9424	true	NONE	1	1.0000	0.5380	false	1.3791	143826001	143826001
chr8	143827001	143881000	DIPLOID	40	0.5473	0.8875	0.6306	0.9501	0.9684	1.1128	0.6319	0.6910	2.0003	0.0000	0.0000	2.0123	true	NONE	21	0.5563	0.5958	false	1.0676	143825001	143827001
chr8	143881001	143884000	HET_DELETION	3	0.5543	0.0000	0.2000	0.3594	0.3572	0.5198	2.7200	1.6186	0.5198	0.0000	0.0000	0.7647	true	NONE	1	1.0000	0.5973	false	1.4441	143881001	143883001
chr8	143884001	144500000	DIPLOID	173	0.5422	0.9294	0.4267	0.9218	0.9907	1.0000	0.2000	0.3398	1.9294	0.0000	0.0000	1.9329	true	NONE	429	0.5183	0.5284	false	1.0212	143881001	143884001
chr8	144500001	144501000	HET_DELETION	0	0.0000	0.0000	0.2000	0.2472	0.3230	0.2386	3.0283	0.0000	0.2386	0.0000	0.0000	0.4965	true	NONE	1	1.0000	0.5970	false	1.5284	144500001	144500001
chr8	144501001	144693000	DIPLOID	32	0.5313	0.9479	0.3224	0.9292	1.0057	1.0000	0.2000	0.2776	1.9479	0.0000	0.0000	1.9457	true	NONE	85	0.5134	0.5992	false	1.0156	144500001	144501001
chr8	144693001	144699000	DIPLOID	0	0.0000	1.0000	0.2000	0.9982	0.9794	1.1208	0.6650	0.0000	2.1208	0.0000	0.0000	2.1286	true	NONE	1	0.5285	0.6337	false	1.0362	144693001	144693001
chr8	144699001	144701000	HET_DELETION	0	0.0000	0.0000	0.2000	0.3022	0.3887	0.3764	2.9300	0.0000	0.3764	0.0000	0.0000	0.6093	true	NONE	1	1.0000	0.6560	false	1.4871	144699001	144700001
chr8	144701001	144710000	HOM_DELETION	0	0.0000	0.0000	0.2000	0.0000	0.0085	0.0000	1.5000	0.0000	0.0000	0.0000	0.0000	0.0000	true	NONE	3	1.0000	0.4779	false	1.6000	144701001	144702001
chr8	144710001	144713000	HOM_DELETION	0	0.0000	0.0000	0.2000	0.0424	0.0254	-0.2747	2.4716	0.0000	-0.2747	0.0000	0.0000	0.0966	true	NONE	1	1.0000	0.5055	false	1.6824	144710001	144712001
chr8	144713001	144715000	HET_DELETION	0	0.0000	0.0000	0.2000	0.3712	0.3316	0.5494	2.6753	0.0000	0.5494	0.0000	0.0000	0.8040	true	NONE	1	1.0000	0.5190	false	1.4352	144713001	144714001
chr8	144715001	144751000	DIPLOID	0	0.0000	0.9231	0.4607	0.9193	0.9749	1.0000	0.2000	0.0000	1.9231	0.0000	0.0000	1.9326	true	NONE	30	0.5200	0.4926	false	1.0231	144699001	144715001
chr8	144751001	144752000	NOISE	0	0.0000	2.7321	0.9675	2.4391	2.5635	3.0000	0.2000	0.0000	5.7321	0.0000	0.0000	5.1365	true	NONE	1	0.5234	0.4880	false	1.8196	144751001	144751001
chr8	144752001	144897000	DIPLOID	0	0.0000	0.8619	0.7297	0.8949	0.9633	1.0000	0.2000	0.0000	1.8619	0.0000	0.0000	1.8758	true	NONE	82	0.5371	0.5533	false	1.0414	144751001	144752001
chr8	144897001	144944000	DIPLOID	0	0.0000	0.4835	0.9999	0.5753	1.0437	0.5773	2.6326	0.0000	1.0608	0.0000	0.0000	1.0442	true	NONE	22	0.5442	0.5830	false	1.2818	144897001	144907001
chr8	144944001	144987000	DIPLOID	10	0.8256	0.0000	0.2000	0.5439	0.9716	0.9823	0.2518	0.3730	0.9823	0.0000	0.0000	0.9931	true	NONE	23	1.0000	0.5803	false	1.3053	144944001	144944001
chr8	144987001	144989000	DIPLOID	0	0.0000	0.0000	0.2000	0.4944	0.9898	0.8581	1.6975	0.0000	0.8581	0.0000	0.0000	0.8620	true	NONE	1	1.0000	0.6295	false	1.3426	144987001	144987001
chr8	144989001	145180000	DIPLOID	0	0.0000	0.8660	0.7150	0.8965	0.9806	1.0000	0.2000	0.0000	1.8660	0.0000	0.0000	1.8734	true	NONE	86	0.5359	0.5902	false	1.0402	144989001	145021001
chr8	145180001	145181000	NOISE	0	0.0000	2.7777	0.9239	2.4573	2.6381	3.0000	0.2000	0.0000	5.7777	0.0000	0.0000	5.1537	true	NONE	1	0.5192	0.5350	false	1.8333	145180001	145180001
chr8	145181001	145506000	DIPLOID	0	0.0000	0.8150	0.8602	0.8654	0.9408	0.9730	0.3814	0.0000	1.7880	0.0000	0.0000	1.8106	true	NONE	68	0.5442	0.5178	false	1.0636	145180001	145181001
chr8	145506001	145826000	DIPLOID	65	0.5375	0.8847	0.6426	0.9040	0.9825	1.0000	0.2000	0.4529	1.8847	0.0000	0.0000	1.8913	true	NONE	147	0.5306	0.5925	false	1.0346	145506001	145506001
chr8	145826001	145829000	HET_DELETION	0	0.0000	0.0000	0.2000	0.5319	0.6610	0.9522	0.6658	0.0000	0.9522	0.0000	0.0000	1.0814	true	NONE	3	1.0000	0.5787	false	1.3143	145826001	145826001
chr8	145829001	146134000	DIPLOID	109	0.5437	0.8974	0.5871	0.9091	0.9913	1.0000	0.2000	0.4280	1.8974	0.0000	0.0000	1.9007	true	NONE	253	0.5270	0.5014	false	1.0308	145826001	145829001
chr8	146134001	146302000	DIPLOID	0	0.0000	0.9909	0.2000	0.9464	1.0166	1.0000	0.2000	0.0000	1.9909	0.0000	0.0000	1.9846	true	NONE	135	0.5023	0.4410	false	1.0027	146134001	146134001
chr8	146302001	146364022	UNKNOWN	0	0.0000	0.0000	0.2000	0.0000	0.0000	0.0000	1.5000	0.0000	0.0000	0.0000	0.0000	0.0000	true	NONE	0	1.0000	0.0000	false	1.6000	146302001	146302001
chr9	1	44000	UNKNOWN	0	0.0000	0.0000	0.2000	0.0000	0.0000	0.0000	1.5000	0.0000	0.0000	0.0000	0.0000	0.0000	true	TELOMERE	0	1.0000	0.0000	false	1.6000	1	1
chr9	44001	204000	UNKNOWN	9	0.5111	0.0000	0.2000	0.0000	0.0000	0.0000	1.5000	0.8689	0.0000	0.0000	0.0000	0.0000	true	NONE	0	1.0000	0.0000	false	1.6000	44001	44001
chr9	204001	1165000	DIPLOID	485	0.5368	0.9641	0.2256	0.9357	0.9888	1.0000	0.2000	0.2285	1.9641	0.0000	0.0000	1.9683	true	NONE	910	0.5091	0.4216	false	1.0108	1	204001
chr9	1165001	3039000	DIPLOID	268	0.5377	1.0000	0.2000	0.9641	1.0095	1.0353	0.2216	0.2267	2.0353	0.0000	0.0000	2.0316	true	NONE	1758	0.5087	0.3986	false	1.0106	1165001	1165001
chr9	3039001	3040000	HET_DELETION	0	0.0000	0.0000	0.2000	0.3211	0.4433	0.4238	2.8628	0.0000	0.4238	0.0000	0.0000	0.6359	true	NONE	1	1.0000	0.2480	false	1.4729	3039001	3039001
chr9	3040001	4376000	DIPLOID	210	0.5362	1.0000	0.2000	0.9629	1.0031	1.0324	0.2038	0.2165	2.0324	0.0000	0.0000	2.0312	true	NONE	1258	0.5080	0.3837	false	1.0097	3039001	3040001
chr9	4376001	4378000	HET_DELETION	0	0.0000	0.0000	0.2000	0.3818	0.3835	0.5759	2.6347	0.0000	0.5759	0.0000	0.0000	0.8108	true	NONE	2	1.0000	0.4015	false	1.4272	4376001	4376001
chr9	4378001	6594000	DIPLOID	262	0.5359	1.0000	0.2000	0.9532	0.9931	1.0079	0.2000	0.2144	2.0079	0.0000	0.0000	2.0105	true	NONE	1989	0.5020	0.3971	false	1.0024	4376001	4378001
chr9	6594001	6595000	NOISE	0	0.0000	27.0479	0.2975	22.1161	29.9550	28.0000	0.2000	0.0000	55.0479	0.0000	0.0000	44.0174	true	NONE	1	0.5086	0.3860	false	16.6144	6594001	6594001
chr9	6595001	6868000	DIPLOID	45	0.5357	0.8302	0.8245	0.8823	0.9677	1.0000	0.2000	0.5488	1.8302	0.0000	0.0000	1.8425	true	NONE	253	0.5464	0.4421	false	1.0509	6594001	6595001
chr9	6868001	8463000	DIPLOID	258	0.5333	1.0000	0.2000	0.9671	1.0091	1.0427	0.2669	0.2490	2.0427	0.0000	0.0000	2.0393	true	NONE	1510	0.5105	0.3882	false	1.0128	6868001	6868001
chr9	8463001	8840000	DIPLOID	78	0.5393	0.8601	0.7358	0.8942	0.9905	1.0000	0.2000	0.5047	1.8601	0.0000	0.0000	1.8637	true	NONE	375	0.5376	0.3729	false	1.0420	8463001	8463001
chr9	8840001	12013000	DIPLOID	493	0.5340	0.9985	0.2000	0.9494	0.9992	1.0000	0.2000	0.2136	1.9985	0.0000	0.0000	1.9988	true	NONE	2981	0.5004	0.3490	false	1.0005	8840001	8840001
chr9	12013001	12086000	HET_DELETION	0	0.0000	0.0000	0.2000	0.4814	0.5065	0.8257	1.9331	0.0000	0.8257	0.0000	0.0000	1.0137	true	NONE	70	1.0000	0.3449	false	1.3523	12013001	12013001
chr9	12086001	12087000	HET_DELETION	0	0.0000	0.5760	0.9993	0.6562	0.7228	0.6877	2.4431	0.0000	1.2637	0.0000	0.0000	1.3693	true	NONE	1	0.5442	0.3330	false	1.2209	12086001	12086001
chr9	12087001	16907000	DIPLOID	865	0.5349	1.0000	0.2000	0.9537	1.0012	1.0093	0.2000	0.2140	2.0093	0.0000	0.0000	2.0088	true	NONE	4552	0.5023	0.3827	false	1.0028	12013001	12087001
chr9	16907001	16909000	HET_DELETION	0	0.0000	0.0000	0.2000	0.5250	0.6747	0.9347	0.8932	0.0000	0.9347	0.0000	0.0000	1.0586	true	NONE	2	1.0000	0.3420	false	1.3196	16907001	16907001
chr9	16909001	17119000	DIPLOID	119	0.5405	0.9261	0.4448	0.9205	0.9815	1.0000	0.2000	0.3485	1.9261	0.0000	0.0000	1.9331	true	NONE	204	0.5192	0.3968	false	1.0222	16907001	16909001
chr9	17119001	17120000	HET_DELETION	0	0.0000	0.0000	0.2000	0.4130	0.4021	0.6541	2.5072	0.0000	0.6541	0.0000	0.0000	0.8819	true	NONE	1	1.0000	0.2530	false	1.4038	17119001	17119001
chr9	17120001	19062000	DIPLOID	545	0.5351	1.0000	0.2000	0.9652	1.0012	1.0380	0.2381	0.2344	2.0380	0.0000	0.0000	2.0375	true	NONE	1798	0.5093	0.3859	false	1.0114	17119001	17120001
chr9	19062001	19437000	DIPLOID	76	0.5360	0.8777	0.6708	0.9012	0.9804	1.0000	0.2000	0.4667	1.8777	0.0000	0.0000	1.8852	true	NONE	360	0.5326	0.4148	false	1.0367	19062001	19062001
chr9	19437001	21980000	DIPLOID	317	0.5391	1.0000	0.2000	0.9587	0.9982	1.0219	0.2000	0.2156	2.0219	0.0000	0.0000	2.0226	true	NONE	2313	0.5054	0.3831	false	1.0066	19437001	19437001
chr9	21980001	22009000	DIPLOID	0	0.0000	0.5838	0.9991	0.6630	0.9680	0.6970	2.4233	0.0000	1.2807	0.0000	0.0000	1.2930	true	NONE	27	0.5442	0.3880	false	1.2158	21980001	21980001
chr9	22009001	22496000	DIPLOID	131	0.5312	1.0000	0.2000	0.9705	1.0064	1.0513	0.3180	0.2751	2.0513	0.0000	0.0000	2.0489	true	NONE	442	0.5125	0.3713	false	1.0154	22009001	22009001
chr9	22496001	22497000	HET_DELETION	1	0.5098	0.7180	0.9756	0.7805	0.7056	0.8572	1.7052	1.3667	1.5752	0.0000	0.0000	1.6873	true	NONE	1	0.5442	0.4630	false	1.1274	22496001	22496001
chr9	22497001	22503000	HET_DELETION	0	0.0000	0.0000	0.2000	0.4667	0.5026	0.7886	2.1339	0.0000	0.7886	0.0000	0.0000	0.9781	true	NONE	6	1.0000	0.3540	false	1.3634	22497001	22497001
chr9	22503001	22541000	DIPLOID	30	0.5313	1.0000	0.2000	0.9637	0.9951	1.0343	0.2156	0.2208	2.0343	0.0000	0.0000	2.0362	true	NONE	32	0.5084	0.3592	false	1.0103	22496001	22508001
chr9	22541001	22655000	DIPLOID	0	0.0000	1.0000	0.2000	0.9540	1.0032	1.0100	0.2000	0.0000	2.0100	0.0000	0.0000	2.0088	true	NONE	108	0.5025	0.3549	false	1.0030	22541001	22541001
chr9	22655001	22732000	DIPLOID	0	0.0000	0.4833	0.9999	0.5751	1.0105	0.5770	2.6330	0.0000	1.0603	0.0000	0.0000	1.0563	true	NONE	64	0.5442	0.3469	false	1.2819	22655001	22655001
chr9	22732001	23001000	DIPLOID	82	0.8538	0.0148	0.2000	0.5605	0.9941	1.0090	0.2000	0.3415	1.0239	0.0000	0.0000	1.0261	true	NONE	249	0.9855	0.3555	false	1.2983	22732001	22732001
chr9	23001001	23032000	DIPLOID	0	0.0000	0.4763	0.9999	0.5689	0.9905	0.5687	2.6459	0.0000	1.0450	0.0000	0.0000	1.0486	true	NONE	29	0.5442	0.3427	false	1.2865	23001001	23001001
chr9	23032001	23168000	DIPLOID	0	0.0000	1.0000	0.2000	0.9810	1.0157	1.0777	0.4650	0.0000	2.0777	0.0000	0.0000	2.0718	true	NONE	127	0.5187	0.3499	false	1.0233	23032001	23032001
chr9	23168001	23363000	DIPLOID	32	0.5354	1.0000	0.2000	0.9624	1.0011	1.0311	0.2000	0.2142	2.0311	0.0000	0.0000	2.0307	true	NONE	188	0.5077	0.3533	false	1.0093	23168001	23168001
chr9	23363001	23377000	HET_DELETION	0	0.0000	0.0000	0.2000	0.4963	0.5436	0.8628	1.6585	0.0000	0.8628	0.0000	0.0000	1.0367	true	NONE	13	1.0000	0.3563	false	1.3412	23363001	23364001
chr9	23377001	23378000	HET_DELETION	1	0.5464	0.6051	0.9984	0.6998	0.5650	0.7678	2.2203	1.7587	1.3729	0.0000	0.0000	1.5386	true	NONE	1	0.5593	0.3930	false	1.1881	23377001	23377001
chr9	23378001	23504000	DIPLOID	47	0.5258	1.0000	0.2000	0.9685	0.9991	1.0463	0.2881	0.2567	2.0463	0.0000	0.0000	2.0466	true	NONE	119	0.5113	0.3719	false	1.0139	23363001	23378001
chr9	23504001	23505000	HET_DELETION	0	0.0000	0.0000	0.2000	0.2390	0.2111	0.2180	3.0092	0.0000	0.2180	0.0000	0.0000	0.5186	true	NONE	1	1.0000	0.2660	false	1.5346	23504001	23504001
chr9	23505001	28846000	DIPLOID	601	0.5361	0.9932	0.2000	0.9473	0.9955	1.0000	0.2000	0.2144	1.9932	0.0000	0.0000	1.9949	true	NONE	4978	0.5017	0.3679	false	1.0020	23504001	23505001
chr9	28846001	28849000	HET_DELETION	0	0.0000	0.0000	0.2000	0.4835	0.5581	0.8307	1.9003	0.0000	0.8307	0.0000	0.0000	0.9991	true	NONE	3	1.0000	0.3383	false	1.3508	28846001	28846001
chr9	28849001	30740000	DIPLOID	176	0.5341	0.9931	0.2000	0.9472	1.0008	1.0000	0.2000	0.2136	1.9931	0.0000	0.0000	1.9928	true	NONE	1775	0.5017	0.3465	false	1.0021	28846001	28849001
chr9	30740001	30741000	HET_DELETION	0	0.0000	0.0000	0.2000	0.3379	0.3911	0.4659	2.8007	0.0000	0.4659	0.0000	0.0000	0.6979	true	NONE	1	1.0000	0.3120	false	1.4602	30740001	30740001
chr9	30741001	31291000	DIPLOID	268	0.5426	1.0000	0.2000	0.9560	0.9980	1.0151	0.2000	0.2170	2.0151	0.0000	0.0000	2.0158	true	NONE	510	0.5037	0.3473	false	1.0045	30740001	30741001
chr9	31291001	31293000	HET_DELETION	0	0.0000	0.0000	0.2000	0.3439	0.3274	0.4810	2.7783	0.0000	0.4810	0.0000	0.0000	0.7372	true	NONE	2	1.0000	0.3910	false	1.4557	31291001	31291001
chr9	31293001	33213000	DIPLOID	210	0.5345	1.0000	0.2000	0.9569	1.0029	1.0173	0.2000	0.2138	2.0173	0.0000	0.0000	2.0162	true	NONE	1751	0.5043	0.3875	false	1.0052	31291001	31293001
chr9	33213001	33214000	HET_DELETION	0	0.0000	0.0000	0.2000	0.1408	0.0918	-0.0281	1.6772	0.0000	-0.0281	0.0000	0.0000	0.3179	true	NONE	1	1.0000	0.4780	false	1.6084	33213001	33213001
chr9	33214001	33793000	DIPLOID	165	0.5309	0.9774	0.2000	0.9410	0.9866	1.0000	0.2000	0.2124	1.9774	0.0000	0.0000	1.9826	true	NONE	366	0.5057	0.4453	false	1.0068	33213001	33214001
chr9	33793001	33803000	AMPLIFICATION	0	0.0000	1.4274	0.9994	1.4015	1.2599	1.7041	0.9818	0.0000	3.1315	0.0000	0.0000	3.0325	true	NONE	9	0.5442	0.4969	false	1.3394	33793001	33794001
chr9	33803001	33981000	DIPLOID	4	0.5238	0.8476	0.7759	0.8892	0.9684	1.0000	0.2000	0.5112	1.8476	0.0000	0.0000	1.8597	true	NONE	170	0.5412	0.4277	false	1.0457	33793001	33805001
chr9	33981001	33982000	HET_DELETION	0	0.0000	0.0000	0.2000	0.3662	0.5347	0.5368	2.6943	0.0000	0.5368	0.0000	0.0000	0.7141	true	NONE	1	1.0000	0.3490	false	1.4389	33981001	33981001
chr9	33982001	34219000	DIPLOID	6	0.5331	0.8090	0.8726	0.8601	0.9521	0.9658	0.4812	0.7217	1.7748	0.0000	0.0000	1.7930	true	NONE	223	0.5442	0.4466	false	1.0676	33981001	33982001
chr9	34219001	34220000	HET_DELETION	0	0.0000	0.0000	0.2000	0.4189	0.4821	0.6689	2.4801	0.0000	0.6689	0.0000	0.0000	0.8662	true	NONE	1	1.0000	0.4950	false	1.3993	34219001	34219001
chr9	34220001	36152000	DIPLOID	121	0.5443	0.8987	0.5810	0.9537	0.9986	1.1105	0.6220	0.6548	2.0092	0.0000	0.0000	2.0097	true	NONE	1753	0.5527	0.4516	false	1.0635	34219001	34220001
chr9	36152001	36512000	DIPLOID	71	0.5514	0.8299	0.8255	0.9075	0.9796	1.0637	0.3886	0.6694	1.8935	0.0000	0.0000	1.9013	true	NONE	343	0.5617	0.4357	false	1.0701	36152001	36152001
chr9	36512001	36513000	HET_DELETION	0	0.0000	0.0000	0.2000	0.3135	0.3731	0.4048	2.8904	0.0000	0.4048	0.0000	0.0000	0.6436	true	NONE	1	1.0000	0.3100	false	1.4786	36512001	36512001
chr9	36513001	36655000	DIPLOID	0	0.0000	0.8336	0.8157	0.8836	0.9764	1.0000	0.2000	0.0000	1.8336	0.0000	0.0000	1.8426	true	NONE	134	0.5454	0.4388	false	1.0499	36512001	36513001
chr9	36655001	37188000	DIPLOID	78	0.5395	1.0000	0.2000	0.9606	1.0167	1.0265	0.2000	0.2158	2.0265	0.0000	0.0000	2.0202	true	NONE	498	0.5065	0.4567	false	1.0080	36655001	36655001
chr9	37188001	37189000	HET_DELETION	0	0.0000	0.0000	0.2000	0.2922	0.2849	0.3514	2.9628	0.0000	0.3514	0.0000	0.0000	0.6238	true	NONE	1	1.0000	0.5560	false	1.4946	37188001	37188001
chr9	37189001	37808000	DIPLOID	114	0.5341	0.9680	0.2016	0.9372	0.9964	1.0000	0.2000	0.2145	1.9680	0.0000	0.0000	1.9694	true	NONE	601	0.5081	0.4277	false	1.0096	37188001	37189001
chr9	37808001	37809000	HET_DELETION	0	0.0000	0.0000	0.2000	0.3125	0.4229	0.4023	2.8940	0.0000	0.4023	0.0000	0.0000	0.6221	true	NONE	1	1.0000	0.2990	false	1.4793	37808001	37808001
chr9	37809001	38089000	DIPLOID	3	0.5050	1.0000	0.2000	0.9526	1.0032	1.0065	0.2000	0.2020	2.0065	0.0000	0.0000	2.0052	true	NONE	265	0.5016	0.4692	false	1.0019	37808001	37809001
chr9	38089001	38091000	DIPLOID	0	0.0000	1.0000	0.2000	0.9589	0.9848	1.0223	0.2000	0.0000	2.0223	0.0000	0.0000	2.0281	true	NONE	2	0.5055	0.4320	false	1.0067	38089001	38089001
chr9	38091001	38096000	DIPLOID	0	0.0000	0.4811	0.9999	0.5732	1.0403	0.5744	2.6370	0.0000	1.0556	0.0000	0.0000	1.0402	true	NONE	4	0.5442	0.4430	false	1.2833	38091001	38091001
chr9	38096001	38179000	DIPLOID	6	0.8468	0.0217	0.2000	0.5523	1.0134	0.9817	0.2600	0.3895	1.0033	0.0000	0.0000	0.9982	true	NONE	82	0.9784	0.4480	false	1.2990	38096001	38096001
chr9	38179001	38180000	DIPLOID	1	0.9194	-0.0075	0.2000	0.9060	1.0618	1.8972	0.5881	0.7245	1.8897	0.0000	0.0000	1.8662	true	NONE	1	1.0039	0.5230	false	1.5714	38179001	38179001
chr9	38180001	38183000	DIPLOID	0	0.0000	1.0000	0.2000	1.0308	1.1084	1.2026	0.8940	0.0000	2.2026	0.0000	0.0000	2.1613	true	NONE	3	0.5460	0.4793	false	1.0608	38180001	38180001
chr9	38183001	44874000	DIPLOID	106	0.5408	1.0000	0.2000	0.9516	1.0027	1.0040	0.2000	0.2163	2.0040	0.0000	0.0000	2.0029	true	NONE	458	0.5010	0.4469	false	1.0012	38183001	38183001
chr9	44874001	44877000	NOISE	0	0.0000	9.0000	0.2000	7.3625	9.5260	9.0714	0.4313	0.0000	18.0714	0.0000	0.0000	14.8234	true	NONE	1	0.5020	0.5940	false	5.5214	44874001	44876001
chr9	44877001	44878000	DIPLOID	0	0.0000	1.0778	0.4655	1.0955	1.0619	1.2868	0.9779	0.0000	2.3647	0.0000	0.0000	2.3411	true	NONE	1	0.5442	0.5680	false	1.1094	44874001	44877001
chr9	44878001	44881000	NOISE	0	0.0000	3.0000	0.2000	2.6595	2.5892	3.2845	0.9768	0.0000	6.2845	0.0000	0.0000	5.6790	true	NONE	2	0.5226	0.5980	false	1.9853	44878001	44878001
chr9	44881001	45472000	DIPLOID	3	0.5347	0.7922	0.9028	0.8455	0.9055	0.9458	0.7507	0.8841	1.7380	0.0000	0.0000	1.7740	true	NONE	2	0.5442	0.5680	false	1.0786	44878001	44881001
chr9	45472001	47213000	NOISE	0	0.0000	2.0613	0.3753	1.9564	2.3434	2.4610	0.9998	0.0000	4.5223	0.0000	0.0000	4.0105	true	NONE	1	0.5442	0.4470	false	1.4567	45472001	45472001
chr9	47213001	48867678	UNKNOWN	0	0.0000	0.0000	0.2000	0.0000	0.0000	0.0000	1.5000	0.0000	0.0000	0.0000	0.0000	0.0000	true	NONE	0	1.0000	0.0000	false	1.6000	47213001	66797001
chr9	48867679	66799000	NOISE	1	0.5393	2.6307	0.9968	2.3986	2.9405	3.0000	0.2000	0.6454	5.6307	0.0000	0.0000	4.8915	true	CENTROMERE	2	0.5328	0.3705	false	1.7892	48867679	48867679
