purity	normFactor	score	diploidProportion	ploidy	somaticPenalty
0.6700	0.4700	1.1921	0.0000	5.3277	0.0000
0.3800	0.4700	1.1922	0.0000	7.8673	0.0000
0.8000	0.4100	1.1922	0.0000	5.5607	0.0000
0.5400	0.7900	1.1923	0.0002	2.9562	0.0037
0.9600	1.8600	1.1928	0.0001	1.0300	0.0000
0.7600	0.3300	1.1932	0.0000	7.2947	0.0000
0.2800	0.9400	1.1933	0.6000	2.4100	0.6946
0.3000	0.9700	1.1933	0.5753	2.1646	0.6322
0.8500	1.7200	1.1933	0.0001	1.0068	0.0000
0.8600	0.7700	1.1934	0.0005	2.6764	0.0000
0.5700	0.5000	1.1936	0.0000	5.4663	0.0000
0.5800	1.0500	1.1936	0.0072	1.8159	0.0119
0.8400	0.4500	1.1936	0.0000	4.8780	0.0000
0.6500	1.0600	1.1936	0.0282	1.8083	0.0027
0.3500	0.8400	1.1942	0.0086	3.0473	0.1524
0.8800	0.3800	1.1943	0.0000	5.6720	0.0000
0.3900	0.4600	1.1945	0.0000	7.9526	0.0000
0.8500	0.7700	1.1947	0.0005	2.6843	0.0000
0.8800	1.0800	1.1947	0.1570	1.8189	0.0000
0.9100	0.3700	1.1947	0.0000	5.7063	0.0000
0.4200	0.3700	1.1951	0.0000	10.0302	0.0000
0.5900	0.5000	1.1952	0.0000	5.3488	0.0000
0.5400	0.5300	1.1952	0.0000	5.2421	0.0000
0.2400	0.5300	1.1953	0.0000	9.2948	0.0085
0.8800	0.4400	1.1953	0.0000	4.8613	0.0000
0.4400	0.5800	1.1956	0.0000	5.2441	0.0001
0.8300	0.4000	1.1957	0.0000	5.5780	0.0000
0.8400	0.7700	1.1958	0.0005	2.6925	0.0000
0.4800	1.2700	1.1959	0.0000	1.0943	0.0534
1.0000	0.7600	1.1961	0.0005	2.6157	0.0000
0.4600	1.2700	1.1961	0.0000	1.0549	0.0459
0.7500	0.4300	1.1961	0.0000	5.4974	0.0000
0.7300	0.7800	1.1962	0.0005	2.7515	0.0000
0.7900	1.6300	1.1963	0.0001	1.0121	0.0007
0.8300	0.7700	1.1967	0.0003	2.7008	0.0000
0.6900	0.4600	1.1967	0.0000	5.3645	0.0000
0.6300	0.3500	1.1972	0.0000	7.8408	0.0000
0.8100	0.3300	1.1972	0.0000	6.9678	0.0000
0.8600	0.3900	1.1972	0.0000	5.6014	0.0000
0.3800	0.8300	1.1973	0.0036	3.0396	0.0876
0.4700	0.5500	1.1973	0.0000	5.4348	0.0000
0.9700	1.8900	1.1976	0.0001	1.0225	0.0000
0.6800	0.4700	1.1976	0.0000	5.2788	0.0000
0.3400	0.4900	1.1977	0.0000	8.0498	0.0001
0.8200	0.7700	1.1977	0.0003	2.7094	0.0000
0.2600	0.5100	1.1978	0.0000	9.2994	0.0033
0.5200	0.7000	1.1980	0.0000	3.6151	0.0001
0.7000	0.3300	1.1980	0.0000	7.7485	0.0000
0.5800	0.5000	1.1980	0.0000	5.4066	0.0000
0.2300	0.5000	1.1981	0.0000	10.5904	0.0182
0.1900	0.5800	1.1982	0.0000	9.5127	0.0565
0.5200	0.5400	1.1982	0.0000	5.2333	0.0000
0.9300	1.8000	1.1983	0.0001	1.0370	0.0000
0.4000	0.3500	1.1983	0.0000	11.1993	0.0000
0.9500	0.3600	1.1984	0.0000	5.7073	0.0000
0.2500	0.5300	1.1986	0.0000	9.0030	0.0133
0.9400	1.0900	1.1987	0.1341	1.8125	0.0000
0.4200	0.8300	1.1989	0.0063	2.9406	0.0444
0.3900	0.8300	1.1989	0.0036	3.0130	0.0742
0.8900	0.3800	1.1991	0.0000	5.6307	0.0000
0.2900	0.9600	1.1991	0.6208	2.2439	0.6961
0.9200	0.4300	1.1995	0.0000	4.8511	0.0000
0.5000	0.7100	1.1996	0.0000	3.5997	0.0005
0.7500	0.4700	1.1996	0.0000	4.9728	0.0000
0.9900	0.7600	1.1997	0.0005	2.6219	0.0000
0.5800	0.3300	1.1997	0.0000	8.9378	0.0000
0.2700	0.4900	1.1999	0.0000	9.6183	0.0005
0.9900	0.3500	1.2002	0.0000	5.7169	0.0000
0.2400	0.4900	1.2002	0.0000	10.5706	0.0109
0.8100	0.7700	1.2002	0.0002	2.7181	0.0000
0.8300	1.6900	1.2003	0.0001	1.0076	0.0000
0.2600	0.8000	1.2004	0.0000	3.8649	0.3292
0.4000	0.8300	1.2006	0.0045	2.9877	0.0619
0.7900	1.0700	1.2006	0.1115	1.8201	0.0000
0.5000	0.5500	1.2006	0.0000	5.2287	0.0000
0.4600	1.0400	1.2008	0.0015	1.8075	0.1000
0.9200	0.3700	1.2008	0.0000	5.6660	0.0000
0.7100	0.4500	1.2010	0.0000	5.4050	0.0000
0.5500	1.3300	1.2011	0.0000	1.0812	0.0299
0.7300	0.4400	1.2012	0.0000	5.4493	0.0000
0.7200	0.7800	1.2013	0.0005	2.7619	0.0000
0.4100	0.3800	1.2013	0.0000	9.8813	0.0000
0.2500	0.5200	1.2014	0.0000	9.2915	0.0059
0.2400	0.5400	1.2015	0.0000	9.0054	0.0210
0.1700	0.6000	1.2017	0.0000	9.7245	0.1431
0.9300	0.5600	1.2017	0.0000	3.6665	0.0000
0.4100	0.8300	1.2017	0.0053	2.9636	0.0528
0.5700	0.5100	1.2018	0.0000	5.3296	0.0000
0.9900	1.0900	1.2018	0.3018	1.8220	0.0000
0.4800	0.5600	1.2019	0.0000	5.2288	0.0000
0.4900	0.8100	1.2019	0.0011	2.9269	0.0111
0.6900	0.4700	1.2019	0.0000	5.2313	0.0000
0.8100	1.6600	1.2019	0.0001	1.0093	0.0002
0.9700	1.8800	1.2020	0.0001	1.0282	0.0000
0.8600	0.5800	1.2021	0.0000	3.6598	0.0000
0.8900	1.7800	1.2021	0.0001	1.0076	0.0000
0.8000	0.3300	1.2021	0.0000	7.0299	0.0000
0.5100	0.3300	1.2022	0.0000	9.8901	0.0000
0.3700	0.8300	1.2029	0.0035	3.0677	0.1030
0.5500	0.5100	1.2030	0.0000	5.4506	0.0000
0.9800	0.7600	1.2030	0.0005	2.6282	0.0000
0.2600	0.5200	1.2031	0.0000	9.0111	0.0079
0.8000	0.7700	1.2032	0.0002	2.7271	0.0000
0.2800	0.9200	1.2033	0.1800	2.5741	0.5841
0.5900	0.6700	1.2035	0.0000	3.6390	0.0000
0.4100	0.3500	1.2036	0.0000	10.9749	0.0000
0.9400	1.8500	1.2043	0.0001	1.0155	0.0000
0.3800	0.4200	1.2047	0.0000	9.1924	0.0000
0.3400	0.4300	1.2048	0.0000	9.7148	0.0000
0.3600	0.7700	1.2048	0.0000	3.6158	0.0638
0.6900	1.5000	1.2048	0.0000	1.0221	0.0046
0.3900	0.7600	1.2049	0.0000	3.5786	0.0370
0.4000	0.3800	1.2050	0.0000	10.0783	0.0000
0.4600	0.8200	1.2050	0.0026	2.9223	0.0199
0.6400	1.0600	1.2051	0.0255	1.8053	0.0035
0.2200	0.5600	1.2052	0.0000	9.0446	0.0429
0.9700	0.5500	1.2053	0.0000	3.6643	0.0000
0.7100	0.7800	1.2054	0.0005	2.7727	0.0000
0.2300	0.7800	1.2055	0.0000	4.3852	0.6010
0.6700	1.4500	1.2056	0.0000	1.0611	0.0066
0.3100	0.9800	1.2056	0.4647	2.0918	0.5660
0.3200	0.4600	1.2058	0.0000	9.2548	0.0002
0.7800	0.4200	1.2060	0.0000	5.5040	0.0000
0.7700	0.6100	1.2061	0.0000	3.6349	0.0000
0.7900	0.7700	1.2062	0.0002	2.7363	0.0000
0.2800	0.4500	1.2062	0.0000	10.6341	0.0015
0.9700	0.7600	1.2063	0.0005	2.6347	0.0000
0.9600	0.4200	1.2064	0.0000	4.8470	0.0000
0.4600	0.7500	1.2064	0.0000	3.4142	0.0111
0.7900	0.3300	1.2066	0.0000	7.0936	0.0000
0.1900	0.7400	1.2067	0.0000	5.6124	0.4824
0.5600	0.5100	1.2067	0.0000	5.3890	0.0000
0.2100	0.5500	1.2067	0.0000	9.6875	0.0264
0.2300	0.5500	1.2067	0.0000	9.0190	0.0304
0.3000	0.4400	1.2068	0.0000	10.3932	0.0005
0.3800	0.3500	1.2068	0.0000	11.6835	0.0000
0.9800	1.9000	1.2068	0.0001	1.0268	0.0000
0.4900	0.5400	1.2068	0.0000	5.4312	0.0000
0.2200	0.5100	1.2069	0.0000	10.6266	0.0260
0.6300	0.7800	1.2070	0.0002	2.8708	0.0000
0.8700	1.0800	1.2071	0.1312	1.8168	0.0000
0.6200	0.7800	1.2072	0.0001	2.8848	0.0000
0.9600	0.3600	1.2072	0.0000	5.6687	0.0000
0.8300	0.5900	1.2073	0.0000	3.6498	0.0000
0.5100	0.8000	1.2074	0.0006	2.9507	0.0070
0.5500	0.5200	1.2075	0.0000	5.3143	0.0000
0.7000	0.4600	1.2075	0.0000	5.3165	0.0000
0.4800	0.7300	1.2075	0.0000	3.5066	0.0034
0.7000	0.4700	1.2077	0.0000	5.1851	0.0000
0.7400	0.6200	1.2077	0.0000	3.6301	0.0000
0.7100	0.6300	1.2078	0.0000	3.6273	0.0000
0.6500	0.7800	1.2080	0.0002	2.8440	0.0000
0.7700	0.3300	1.2082	0.0000	7.2259	0.0000
0.9600	1.8800	1.2082	0.0001	1.0181	0.0000
0.2500	0.4800	1.2083	0.0000	10.5658	0.0070
0.7000	0.7800	1.2084	0.0005	2.7837	0.0000
0.7400	1.5300	1.2084	0.0000	1.0531	0.0024
0.2700	0.4600	1.2085	0.0000	10.5982	0.0031
0.8000	0.6000	1.2086	0.0000	3.6415	0.0000
0.6400	0.7800	1.2086	0.0002	2.8572	0.0000
0.9300	0.3700	1.2087	0.0000	5.6266	0.0000
0.6600	0.7800	1.2088	0.0002	2.8312	0.0000
0.7800	1.0700	1.2088	0.1037	1.8178	0.0000
0.7800	0.7700	1.2089	0.0002	2.7458	0.0000
0.9800	1.9100	1.2091	0.0001	1.0212	0.0000
0.2600	0.8100	1.2091	0.0002	3.7469	0.3245
0.7400	0.4700	1.2092	0.0000	5.0129	0.0000
0.4700	1.2800	1.2092	0.0000	1.0490	0.0395
0.5300	0.7900	1.2093	0.0002	2.9742	0.0045
0.6600	0.3400	1.2094	0.0000	7.8284	0.0000
0.1800	0.6000	1.2094	0.0000	9.2954	0.1143
0.9600	0.7600	1.2095	0.0005	2.6413	0.0000
0.2100	0.5700	1.2097	0.0000	9.0835	0.0602
0.5700	1.0500	1.2097	0.0034	1.8127	0.0146
0.4600	0.5700	1.2097	0.0000	5.2338	0.0000
0.4500	0.5700	1.2098	0.0000	5.3057	0.0000
0.5300	0.5200	1.2099	0.0000	5.4394	0.0000
0.2600	0.4700	1.2101	0.0000	10.5753	0.0045
0.3100	0.8000	1.2101	0.0000	3.5641	0.1870
0.3700	0.3300	1.2102	0.0000	12.8755	0.0000
0.2800	0.4800	1.2102	0.0000	9.6481	0.0002
0.6900	0.7800	1.2102	0.0002	2.7951	0.0000
0.7300	1.5500	1.2106	0.0000	1.0171	0.0028
0.6700	0.7800	1.2106	0.0002	2.8188	0.0000
0.6800	0.7800	1.2109	0.0002	2.8068	0.0000
0.9000	0.3800	1.2109	0.0000	5.5904	0.0000
0.4000	1.0300	1.2111	0.0023	1.8250	0.2011
0.2900	0.4400	1.2113	0.0000	10.6826	0.0009
0.7700	0.7700	1.2116	0.0002	2.7554	0.0000
0.7900	0.4600	1.2118	0.0000	4.9386	0.0000
0.7800	0.3300	1.2118	0.0000	7.1589	0.0000
1.0000	1.0900	1.2119	0.3335	1.8238	0.0000
0.4100	0.3300	1.2119	0.0000	11.8145	0.0000
1.0000	0.3500	1.2120	0.0000	5.6797	0.0000
0.5100	0.5300	1.2120	0.0000	5.4329	0.0000
0.5300	0.5300	1.2121	0.0000	5.3033	0.0000
0.4000	0.7600	1.2121	0.0000	3.5391	0.0315
0.2000	0.7000	1.2123	0.0000	6.1993	0.4352
0.4200	0.7600	1.2124	0.0000	3.4659	0.0233
0.9300	1.0900	1.2125	0.1199	1.8105	0.0000
0.3800	0.4300	1.2125	0.0000	8.9027	0.0000
0.9500	0.7600	1.2126	0.0003	2.6481	0.0000
0.2700	0.5100	1.2126	0.0000	9.0291	0.0044
0.3200	0.5100	1.2127	0.0000	7.9308	0.0007
0.8100	0.4100	1.2128	0.0000	5.5167	0.0000
0.2200	0.7600	1.2129	0.0000	4.7984	0.5221
0.6100	0.7800	1.2131	0.0001	2.8993	0.0000
0.7600	1.5900	1.2131	0.0000	1.0135	0.0016
0.7100	0.4700	1.2131	0.0000	5.1402	0.0000
0.4100	0.7600	1.2135	0.0000	3.5016	0.0270
0.5400	0.5200	1.2135	0.0000	5.3757	0.0000
0.6800	1.4900	1.2136	0.0000	1.0208	0.0050
0.4300	0.7600	1.2141	0.0000	3.4318	0.0197
0.4600	0.5600	1.2144	0.0000	5.3692	0.0000
0.3800	0.3600	1.2145	0.0000	11.2683	0.0000
0.7300	0.4700	1.2146	0.0000	5.0542	0.0000
0.8700	0.3900	1.2146	0.0000	5.5600	0.0000
0.7600	0.7700	1.2150	0.0001	2.7654	0.0000
0.5100	0.5400	1.2151	0.0000	5.2967	0.0000
0.3600	0.8300	1.2154	0.0032	3.0974	0.1207
0.2800	0.8800	1.2155	0.0301	2.9249	0.3819
0.9400	0.7600	1.2155	0.0003	2.6550	0.0000
0.6800	0.6400	1.2157	0.0000	3.6266	0.0000
0.3700	0.3600	1.2157	0.0000	11.5188	0.0000
0.7200	0.4700	1.2157	0.0000	5.0966	0.0000
0.5500	0.7800	1.2157	0.0000	2.9974	0.0024
0.4800	0.5500	1.2160	0.0000	5.3633	0.0000
0.7600	0.4300	1.2160	0.0000	5.4513	0.0000
0.8400	0.4000	1.2160	0.0000	5.5354	0.0000
0.6200	0.6600	1.2161	0.0000	3.6322	0.0000
0.4900	0.5500	1.2162	0.0000	5.2946	0.0000
0.7200	0.4500	1.2164	0.0000	5.3577	0.0000
0.2000	0.5600	1.2166	0.0000	9.7491	0.0383
0.9700	0.3600	1.2167	0.0000	5.6309	0.0000
0.7700	1.0700	1.2168	0.0909	1.8154	0.0000
0.3500	0.4900	1.2169	0.0000	7.8770	0.0000
0.9000	0.5700	1.2169	0.0000	3.6528	0.0000
0.3200	0.9900	1.2170	0.2473	2.0249	0.5043
1.0000	0.4100	1.2171	0.0000	4.8485	0.0000
0.9900	1.9300	1.2179	0.0001	1.0202	0.0000
0.7100	0.4600	1.2180	0.0000	5.2698	0.0000
0.8300	0.4500	1.2180	0.0000	4.9127	0.0000
0.6300	1.0600	1.2180	0.0238	1.8022	0.0043
0.4700	0.5600	1.2183	0.0000	5.2975	0.0000
0.9300	0.7600	1.2183	0.0003	2.6620	0.0000
0.5200	0.5300	1.2184	0.0000	5.3668	0.0000
0.4500	0.8200	1.2188	0.0026	2.9428	0.0238
0.4800	0.8100	1.2188	0.0011	2.9462	0.0134
0.8600	1.0800	1.2189	0.1158	1.8147	0.0000
0.6500	0.6500	1.2193	0.0000	3.6282	0.0000
0.9900	1.9200	1.2195	0.0001	1.0256	0.0000
0.6900	0.3300	1.2196	0.0000	7.8318	0.0000
0.7400	0.4400	1.2197	0.0000	5.4026	0.0000
0.9100	1.8100	1.2197	0.0001	1.0091	0.0000
0.6000	0.7800	1.2198	0.0001	2.9143	0.0001
0.5700	0.6800	1.2198	0.0000	3.6200	0.0000
0.1600	0.6100	1.2200	0.0000	9.8678	0.2445
0.2800	0.9100	1.2200	0.1096	2.6590	0.5270
0.5900	0.7800	1.2201	0.0001	2.9298	0.0001
0.7500	0.7700	1.2201	0.0001	2.7756	0.0000
0.4400	0.7600	1.2202	0.0000	3.3992	0.0172
0.5000	0.5400	1.2203	0.0000	5.3626	0.0000
0.2800	0.9500	1.2203	0.6408	2.3305	0.7395
0.2500	0.8000	1.2205	0.0000	3.9395	0.3992
0.9200	0.7600	1.2209	0.0003	2.6692	0.0000
0.1700	0.6800	1.2210	0.0000	7.4317	0.3936
0.4900	0.7200	1.2212	0.0000	3.5530	0.0013
0.8700	0.4400	1.2214	0.0000	4.8942	0.0000
0.1900	0.7500	1.2217	0.0000	5.4239	0.5088
0.6100	1.4200	1.2218	0.0000	1.0163	0.0107
0.3300	0.5000	1.2218	0.0000	7.9873	0.0004
0.2000	0.7100	1.2220	0.0000	5.9993	0.4132
0.2800	0.8900	1.2220	0.0464	2.8343	0.4178
0.6700	1.4800	1.2223	0.0000	1.0197	0.0056
0.2000	0.7500	1.2223	0.0000	5.2527	0.4951
0.2000	0.5800	1.2225	0.0000	9.1371	0.0760
0.6200	1.4300	1.2225	0.0000	1.0164	0.0096
0.9400	0.3700	1.2228	0.0000	5.5880	0.0000
0.2800	0.5000	1.2229	0.0000	9.0564	0.0028
0.3600	1.0200	1.2230	0.0034	1.8581	0.3178
0.4800	1.2900	1.2232	0.0000	1.0438	0.0340
0.9100	0.7600	1.2233	0.0003	2.6765	0.0000
0.5700	0.7800	1.2233	0.0000	2.9624	0.0010
1.0000	1.9500	1.2234	0.0001	1.0194	0.0000
0.1800	0.6400	1.2236	0.0000	8.1450	0.3090
0.1900	0.6700	1.2236	0.0000	7.0896	0.3620
0.3600	0.4800	1.2237	0.0000	7.9485	0.0000
0.3200	0.8600	1.2239	0.0174	2.9735	0.2632
0.7600	1.0700	1.2242	0.0830	1.8130	0.0000
0.2900	0.4700	1.2242	0.0000	9.6882	0.0000
0.5000	0.8000	1.2244	0.0006	2.9698	0.0086
0.9400	0.5600	1.2247	0.0000	3.6487	0.0000
0.5600	0.7800	1.2248	0.0000	2.9796	0.0014
0.4200	1.2400	1.2251	0.0000	1.0551	0.0959
0.3100	0.4700	1.2251	0.0000	9.1922	0.0003
0.4100	1.2300	1.2251	0.0000	1.0639	0.1131
0.1900	0.5700	1.2253	0.0000	9.8292	0.0600
0.5600	1.0500	1.2253	0.0027	1.8094	0.0178
0.7400	0.7700	1.2254	0.0001	2.7861	0.0000
0.9000	0.7600	1.2254	0.0001	2.6841	0.0000
1.0000	1.9400	1.2255	0.0001	1.0247	0.0000
0.6300	1.4400	1.2256	0.0000	1.0166	0.0086
0.4700	0.7500	1.2256	0.0000	3.3841	0.0092
0.5200	0.7900	1.2256	0.0002	2.9929	0.0055
0.9200	1.0900	1.2257	0.1099	1.8084	0.0000
0.5400	0.7800	1.2260	0.0000	3.0159	0.0032
0.4000	1.2100	1.2262	0.0000	1.1072	0.1424
0.3400	0.8400	1.2265	0.0080	3.0781	0.1770
0.9100	0.4300	1.2265	0.0000	4.8824	0.0000
0.9800	0.5500	1.2267	0.0000	3.6473	0.0000
0.2200	0.7700	1.2267	0.0000	4.6440	0.6018
0.3900	0.8200	1.2269	0.0014	3.0879	0.0672
0.1700	0.6700	1.2272	0.0000	7.6883	0.3870
0.4900	1.3000	1.2273	0.0000	1.0391	0.0287
0.4300	1.2500	1.2273	0.0000	1.0473	0.0784
0.8600	1.7400	1.2274	0.0001	1.0029	0.0000
0.8900	0.7600	1.2274	0.0001	2.6918	0.0000
0.6600	1.4700	1.2274	0.0000	1.0187	0.0063
0.7800	0.4600	1.2275	0.0000	4.9763	0.0000
0.4000	1.2200	1.2276	0.0000	1.0736	0.1331
0.8700	0.5800	1.2276	0.0000	3.6407	0.0000
0.6000	1.4100	1.2276	0.0000	1.0164	0.0121
0.3300	0.7900	1.2276	0.0000	3.5646	0.1285
0.3300	0.8500	1.2277	0.0123	3.0264	0.2202
0.1900	0.6800	1.2283	0.0000	6.8599	0.4587
0.3000	0.4300	1.2284	0.0000	10.7434	0.0004
0.5800	0.7800	1.2284	0.0001	2.9458	0.0006
0.7900	0.4200	1.2284	0.0000	5.4596	0.0000
0.2900	0.8100	1.2287	0.0002	3.5662	0.2592
0.6400	1.4500	1.2287	0.0000	1.0171	0.0077
0.4400	0.8200	1.2291	0.0025	2.9642	0.0281
0.8800	0.7600	1.2292	0.0001	2.6996	0.0000
0.3300	1.0000	1.2292	0.0796	1.9633	0.4493
0.6500	1.4600	1.2292	0.0000	1.0178	0.0069
0.9500	1.8700	1.2293	0.0001	1.0137	0.0000
0.2800	0.9000	1.2295	0.0640	2.7456	0.4701
0.4500	1.0400	1.2296	0.0015	1.8032	0.1158
0.7200	0.4600	1.2297	0.0000	5.2243	0.0000
0.3800	0.8200	1.2297	0.0011	3.1165	0.0803
0.9300	1.8400	1.2297	0.0001	1.0112	0.0000
0.2100	0.7500	1.2298	0.0000	5.0978	0.4701
0.7300	0.7700	1.2301	0.0001	2.7968	0.0000
0.2900	0.4500	1.2301	0.0000	10.3364	0.0007
0.3100	0.4800	1.2301	0.0000	8.9079	0.0006
0.8500	1.0800	1.2303	0.1081	1.8125	0.0000
0.7800	1.6200	1.2306	0.0001	1.0091	0.0010
0.2900	0.4900	1.2307	0.0000	9.0929	0.0013
0.2100	0.5200	1.2307	0.0000	10.6804	0.0365
0.4500	0.7600	1.2308	0.0000	3.3681	0.0141
0.8700	0.7600	1.2308	0.0001	2.7077	0.0000
0.7500	1.0700	1.2311	0.0685	1.8105	0.0000
0.6800	1.4600	1.2311	0.0000	1.0611	0.0058
0.4000	0.8200	1.2312	0.0014	3.0607	0.0569
0.9700	1.9000	1.2312	0.0001	1.0168	0.0000
0.7300	0.4500	1.2312	0.0000	5.3117	0.0000
0.5500	0.6900	1.2314	0.0000	3.6018	0.0000
0.9800	0.3600	1.2318	0.0000	5.5938	0.0000
0.3000	0.8700	1.2320	0.0209	2.9498	0.3214
0.8600	0.7600	1.2321	0.0001	2.7159	0.0000
0.9100	0.3800	1.2323	0.0000	5.5509	0.0000
0.7200	1.5400	1.2323	0.0000	1.0151	0.0032
0.1900	0.5900	1.2323	0.0000	9.2070	0.0911
0.6200	1.0600	1.2323	0.0233	1.7990	0.0055
0.7800	0.6100	1.2324	0.0000	3.6139	0.0000
0.3000	0.4800	1.2325	0.0000	9.1382	0.0006
0.8400	1.7100	1.2326	0.0001	1.0030	0.0000
0.3500	0.4400	1.2327	0.0000	9.1942	0.0000
0.7500	0.6200	1.2329	0.0000	3.6084	0.0000
0.8400	0.5900	1.2331	0.0000	3.6301	0.0000
0.3800	0.4000	1.2331	0.0000	9.8151	0.0000
0.8500	0.7600	1.2332	0.0000	2.7243	0.0000
0.7200	0.6300	1.2332	0.0000	3.6047	0.0000
0.2600	0.8200	1.2335	0.0007	3.6318	0.3496
0.3500	0.4500	1.2336	0.0000	8.9073	0.0001
0.2300	0.7900	1.2336	0.0000	4.2449	0.5906
0.9500	0.4200	1.2337	0.0000	4.8769	0.0000
0.4700	0.8100	1.2337	0.0010	2.9664	0.0156
0.7200	0.7700	1.2337	0.0001	2.8079	0.0000
1.0000	0.7500	1.2338	0.0001	2.6505	0.0000
0.8800	1.7700	1.2340	0.0001	1.0035	0.0000
0.8400	0.7600	1.2341	0.0000	2.7329	0.0000
0.4800	0.7400	1.2345	0.0000	3.4299	0.0049
0.3500	0.3900	1.2345	0.0000	10.8491	0.0000
0.8300	0.7600	1.2347	0.0000	2.7418	0.0000
0.5400	1.3200	1.2348	0.0000	1.0852	0.0347
0.8100	0.6000	1.2348	0.0000	3.6212	0.0000
0.8200	0.7600	1.2352	0.0000	2.7508	0.0000
0.3600	0.4000	1.2356	0.0000	10.2493	0.0000
0.3900	0.3600	1.2358	0.0000	11.0306	0.0000
0.4100	0.8200	1.2360	0.0014	3.0348	0.0483
0.4300	0.8200	1.2362	0.0023	2.9867	0.0340
0.7100	0.7700	1.2362	0.0000	2.8193	0.0000
0.3500	0.8300	1.2365	0.0032	3.1287	0.1404
0.6600	0.7700	1.2366	0.0000	2.8813	0.0000
0.6700	0.7700	1.2368	0.0000	2.8682	0.0000
0.8100	0.7600	1.2369	0.0000	2.7601	0.0000
0.8200	0.4100	1.2370	0.0000	5.4738	0.0000
0.6500	0.7700	1.2371	0.0000	2.8949	0.0000
0.9900	0.7500	1.2372	0.0001	2.6571	0.0000
0.7700	0.4300	1.2372	0.0000	5.4065	0.0000
0.7400	1.0700	1.2372	0.0646	1.8079	0.0000
0.6800	0.7700	1.2375	0.0000	2.8554	0.0000
0.7000	0.7700	1.2375	0.0000	2.8310	0.0000
0.3700	0.8200	1.2378	0.0011	3.1467	0.0944
0.4200	0.8200	1.2379	0.0021	3.0102	0.0404
0.6900	0.7700	1.2379	0.0000	2.8430	0.0000
0.7500	0.4400	1.2379	0.0000	5.3573	0.0000
0.8200	1.6800	1.2379	0.0001	1.0040	0.0001
0.5900	1.4000	1.2380	0.0000	1.0168	0.0129
0.5300	0.7000	1.2384	0.0000	3.5846	0.0001
0.8000	1.6500	1.2386	0.0001	1.0060	0.0004
0.6000	0.6700	1.2386	0.0000	3.6117	0.0000
0.3700	0.7700	1.2386	0.0000	3.5721	0.0576
0.8200	0.4500	1.2387	0.0000	4.9482	0.0000
0.7700	0.4600	1.2389	0.0000	5.0150	0.0000
0.5300	0.7800	1.2391	0.0000	3.0351	0.0038
0.5100	0.7900	1.2391	0.0002	3.0124	0.0066
0.8800	0.3900	1.2393	0.0000	5.5195	0.0000
0.8000	0.7600	1.2394	0.0000	2.7696	0.0000
0.9100	1.0900	1.2397	0.0978	1.8063	0.0000
0.3900	1.0300	1.2397	0.0022	1.8205	0.2292
0.9100	0.5700	1.2397	0.0000	3.6347	0.0000
0.4900	0.8000	1.2398	0.0005	2.9895	0.0103
0.3900	0.4200	1.2399	0.0000	9.0079	0.0000
0.6900	0.6400	1.2400	0.0000	3.6030	0.0000
0.7300	0.4600	1.2401	0.0000	5.1802	0.0000
0.3400	1.0100	1.2401	0.0226	1.9065	0.3993
0.5000	1.3100	1.2405	0.0000	1.0350	0.0256
0.4200	0.7700	1.2406	0.0000	3.3850	0.0252
0.9800	0.7500	1.2406	0.0001	2.6638	0.0000
0.8500	0.4000	1.2411	0.0000	5.4938	0.0000
0.8400	1.0800	1.2413	0.0946	1.8103	0.0000
0.5500	1.0500	1.2413	0.0018	1.8059	0.0221
0.7900	0.7600	1.2419	0.0000	2.7793	0.0000
0.2700	0.8800	1.2419	0.0292	2.9592	0.4284
0.6400	0.7700	1.2420	0.0000	2.9089	0.0000
0.5100	0.7100	1.2420	0.0000	3.5684	0.0001
0.4100	0.7700	1.2421	0.0000	3.4188	0.0300
0.2400	0.8000	1.2422	0.0000	4.0203	0.4785
0.7500	1.5800	1.2426	0.0000	1.0109	0.0020
0.7300	1.0700	1.2429	0.0554	1.8053	0.0001
0.9800	1.9200	1.2433	0.0001	1.0157	0.0000
0.2900	0.9700	1.2436	0.5675	2.1703	0.6935
0.9700	0.7500	1.2437	0.0000	2.6707	0.0000
0.6900	1.4700	1.2439	0.0000	1.0613	0.0051
0.9700	1.1000	1.2440	0.0941	1.8012	0.0000
0.1600	0.6300	1.2440	0.0000	9.2212	0.3007
0.9900	0.4100	1.2442	0.0000	4.8773	0.0000
0.4300	0.7700	1.2442	0.0000	3.3528	0.0220
0.7800	0.7600	1.2442	0.0000	2.7893	0.0000
0.4700	1.2600	1.2442	0.0000	1.1015	0.0680
0.4800	0.7500	1.2443	0.0000	3.3553	0.0078
0.3500	0.7800	1.2446	0.0000	3.5674	0.0869
0.8600	0.4400	1.2453	0.0000	4.9279	0.0000
0.9500	0.5600	1.2455	0.0000	3.6314	0.0000
0.3000	0.4600	1.2457	0.0000	9.7384	0.0000
0.7600	0.4600	1.2458	0.0000	5.0546	0.0000
0.9900	0.5500	1.2460	0.0000	3.6307	0.0000
0.7700	0.7600	1.2461	0.0000	2.7996	0.0000
0.6600	0.6500	1.2463	0.0000	3.6035	0.0000
0.4600	0.8100	1.2464	0.0010	2.9874	0.0185
0.7400	0.4600	1.2464	0.0000	5.1372	0.0000
0.6300	0.6600	1.2464	0.0000	3.6063	0.0000
0.5100	1.3200	1.2466	0.0000	1.0313	0.0225
0.7400	0.4500	1.2468	0.0000	5.2670	0.0000
