GENE_ID	MUTS	MUTS_RECURRENCE	SAMPLES	P_VALUE	Q_VALUE	P_VALUE_NEG	Q_VALUE_NEG	SNP	MNP	INDELS	SYMBOL
gc19_pc.3utr::gencode::ANO7::ENSG00000146205.9	4	4	4	0.60332	1.0	0.39668	0.8952505864531487	4	0	0	gc19_pc.3utr::gencode::ANO7::ENSG00000146205.9
gc19_pc.3utr::gencode::KIAA0754::ENSG00000255103.1	1	1	1	0.60337		0.39693		1	0	0	gc19_pc.3utr::gencode::KIAA0754::ENSG00000255103.1
gc19_pc.3utr::gencode::TSEN34::ENSG00000170892.6	1	1	1	0.60364		0.39801		1	0	0	gc19_pc.3utr::gencode::TSEN34::ENSG00000170892.6
gc19_pc.3utr::gencode::FAM102A::ENSG00000167106.7	5	4	5	0.60364	1.0	0.39636	0.8952505864531487	5	0	0	gc19_pc.3utr::gencode::FAM102A::ENSG00000167106.7
gc19_pc.3utr::gencode::XPO5::ENSG00000124571.13	1	1	1	0.60365		0.39655		1	0	0	gc19_pc.3utr::gencode::XPO5::ENSG00000124571.13
gc19_pc.3utr::gencode::LINC00908::ENSG00000263812.1	7	6	6	0.60376	1.0	0.39624	0.8952505864531487	5	0	2	gc19_pc.3utr::gencode::LINC00908::ENSG00000263812.1
gc19_pc.3utr::gencode::IPO8::ENSG00000133704.5	3	3	3	0.60378	1.0	0.39622	0.8952505864531487	3	0	0	gc19_pc.3utr::gencode::IPO8::ENSG00000133704.5
gc19_pc.3utr::gencode::LMX1A::ENSG00000162761.10	11	11	11	0.6038	1.0	0.3962	0.8952505864531487	10	0	1	gc19_pc.3utr::gencode::LMX1A::ENSG00000162761.10
gc19_pc.3utr::gencode::GNAL::ENSG00000141404.11	7	7	7	0.60387	1.0	0.39613	0.8952505864531487	7	0	0	gc19_pc.3utr::gencode::GNAL::ENSG00000141404.11
gc19_pc.3utr::gencode::JDP2::ENSG00000140044.8	4	4	4	0.6039	1.0	0.3961	0.8952505864531487	4	0	0	gc19_pc.3utr::gencode::JDP2::ENSG00000140044.8
gc19_pc.3utr::gencode::FYCO1::ENSG00000163820.10	4	4	4	0.604	1.0	0.396	0.8952505864531487	4	0	0	gc19_pc.3utr::gencode::FYCO1::ENSG00000163820.10
gc19_pc.3utr::gencode::AFG3L2::ENSG00000141385.5	1	1	1	0.60402		0.398		1	0	0	gc19_pc.3utr::gencode::AFG3L2::ENSG00000141385.5
gc19_pc.3utr::gencode::SWAP70::ENSG00000133789.10	5	5	5	0.60411	1.0	0.39589	0.8952505864531487	5	0	0	gc19_pc.3utr::gencode::SWAP70::ENSG00000133789.10
gc19_pc.3utr::gencode::GABRE::ENSG00000102287.12	5	5	5	0.60412	1.0	0.39588	0.8952505864531487	5	0	0	gc19_pc.3utr::gencode::GABRE::ENSG00000102287.12
gc19_pc.3utr::gencode::FAM196A::ENSG00000188916.4	2	2	1	0.60419		0.39581		2	0	0	gc19_pc.3utr::gencode::FAM196A::ENSG00000188916.4
gc19_pc.3utr::gencode::TMEM231::ENSG00000205084.6	2	2	2	0.60423	1.0	0.39577	0.8952505864531487	2	0	0	gc19_pc.3utr::gencode::TMEM231::ENSG00000205084.6
gc19_pc.3utr::gencode::PRAM1::ENSG00000133246.7	1	1	1	0.60423		0.39745		1	0	0	gc19_pc.3utr::gencode::PRAM1::ENSG00000133246.7
gc19_pc.3utr::gencode::THBS3::ENSG00000169231.9	1	1	1	0.6044		0.3972		1	0	0	gc19_pc.3utr::gencode::THBS3::ENSG00000169231.9
gc19_pc.3utr::gencode::CCR2::ENSG00000121807.5	6	6	6	0.60447	1.0	0.39553	0.8952505864531487	6	0	0	gc19_pc.3utr::gencode::CCR2::ENSG00000121807.5
gc19_pc.3utr::gencode::SLC4A7::ENSG00000033867.12	4	4	4	0.60451	1.0	0.39549	0.8952505864531487	4	0	0	gc19_pc.3utr::gencode::SLC4A7::ENSG00000033867.12
gc19_pc.3utr::gencode::MDC1::ENSG00000137337.10	2	2	2	0.60452	1.0	0.39549	0.8952505864531487	2	0	0	gc19_pc.3utr::gencode::MDC1::ENSG00000137337.10
gc19_pc.3utr::gencode::OPN3::ENSG00000054277.8	2	2	2	0.60476	1.0	0.39524	0.8952505864531487	2	0	0	gc19_pc.3utr::gencode::OPN3::ENSG00000054277.8
gc19_pc.3utr::gencode::NOC3L::ENSG00000173145.7	1	1	1	0.6048		0.39549		1	0	0	gc19_pc.3utr::gencode::NOC3L::ENSG00000173145.7
gc19_pc.3utr::gencode::ATP13A4::ENSG00000127249.10	4	4	4	0.60483	1.0	0.39517	0.8952505864531487	3	1	0	gc19_pc.3utr::gencode::ATP13A4::ENSG00000127249.10
gc19_pc.3utr::gencode::C1orf174::ENSG00000198912.6	2	2	2	0.60484	1.0	0.39516	0.8952505864531487	2	0	0	gc19_pc.3utr::gencode::C1orf174::ENSG00000198912.6
gc19_pc.3utr::gencode::ZNF559::ENSG00000188321.9	2	2	2	0.6049	1.0	0.3951	0.8952505864531487	1	0	1	gc19_pc.3utr::gencode::ZNF559::ENSG00000188321.9
gc19_pc.3utr::gencode::CHD4::ENSG00000111642.10	1	1	1	0.6049		0.3953		1	0	0	gc19_pc.3utr::gencode::CHD4::ENSG00000111642.10
gc19_pc.3utr::gencode::FSD2::ENSG00000186628.8	8	8	8	0.6049	1.0	0.3951	0.8952505864531487	7	0	1	gc19_pc.3utr::gencode::FSD2::ENSG00000186628.8
gc19_pc.3utr::gencode::MAPK4::ENSG00000141639.7	10	10	10	0.60497	1.0	0.39503	0.8952505864531487	10	0	0	gc19_pc.3utr::gencode::MAPK4::ENSG00000141639.7
gc19_pc.3utr::gencode::ITGA9::ENSG00000144668.7	7	7	7	0.60512	1.0	0.39488	0.8952505864531487	6	0	1	gc19_pc.3utr::gencode::ITGA9::ENSG00000144668.7
gc19_pc.3utr::gencode::NLRP10::ENSG00000182261.3	1	1	1	0.60542		0.39809		1	0	0	gc19_pc.3utr::gencode::NLRP10::ENSG00000182261.3
gc19_pc.3utr::gencode::PCNXL4::ENSG00000126773.8	8	8	8	0.60549	1.0	0.39451	0.8952505864531487	8	0	0	gc19_pc.3utr::gencode::PCNXL4::ENSG00000126773.8
gc19_pc.3utr::gencode::BRAF::ENSG00000157764.8	21	21	21	0.60562	1.0	0.39438	0.8952505864531487	20	0	1	gc19_pc.3utr::gencode::BRAF::ENSG00000157764.8
gc19_pc.3utr::gencode::VAMP2::ENSG00000220205.4	1	1	1	0.60574		0.39455		1	0	0	gc19_pc.3utr::gencode::VAMP2::ENSG00000220205.4
gc19_pc.3utr::gencode::STX2::ENSG00000111450.9	2	2	2	0.60582	1.0	0.39418	0.8952505864531487	2	0	0	gc19_pc.3utr::gencode::STX2::ENSG00000111450.9
gc19_pc.3utr::gencode::GATA2::ENSG00000179348.7	5	5	5	0.60606	1.0	0.39394	0.8950806860278985	5	0	0	gc19_pc.3utr::gencode::GATA2::ENSG00000179348.7
gc19_pc.3utr::gencode::DIXDC1::ENSG00000150764.9	4	4	4	0.6062	1.0	0.3938	0.8949672461116194	4	0	0	gc19_pc.3utr::gencode::DIXDC1::ENSG00000150764.9
gc19_pc.3utr::gencode::ZNF585A::ENSG00000196967.6	12	12	11	0.60623	1.0	0.39377	0.8949672461116194	12	0	0	gc19_pc.3utr::gencode::ZNF585A::ENSG00000196967.6
gc19_pc.3utr::gencode::EIF1B::ENSG00000114784.3	1	1	1	0.60623		0.39423		1	0	0	gc19_pc.3utr::gencode::EIF1B::ENSG00000114784.3
gc19_pc.3utr::gencode::C16orf87::ENSG00000155330.5	11	11	11	0.6063	1.0	0.3937	0.8949672461116194	10	0	1	gc19_pc.3utr::gencode::C16orf87::ENSG00000155330.5
gc19_pc.3utr::gencode::BTF3::ENSG00000145741.11	1	1	1	0.60631		0.39481		1	0	0	gc19_pc.3utr::gencode::BTF3::ENSG00000145741.11
gc19_pc.3utr::gencode::TMEM207::ENSG00000198398.2	1	1	1	0.60632		0.39393		1	0	0	gc19_pc.3utr::gencode::TMEM207::ENSG00000198398.2
gc19_pc.3utr::gencode::GNL1::ENSG00000204590.8	4	4	4	0.60633	1.0	0.39367	0.8949672461116194	4	0	0	gc19_pc.3utr::gencode::GNL1::ENSG00000204590.8
gc19_pc.3utr::gencode::SLC25A41::ENSG00000181240.9	2	2	2	0.60636	1.0	0.39365	0.8949672461116194	2	0	0	gc19_pc.3utr::gencode::SLC25A41::ENSG00000181240.9
gc19_pc.3utr::gencode::PRSS42::ENSG00000178055.8	1	1	1	0.60651		0.39386		1	0	0	gc19_pc.3utr::gencode::PRSS42::ENSG00000178055.8
gc19_pc.3utr::gencode::HABP4::ENSG00000130956.9	5	5	5	0.60671	1.0	0.39329	0.8948315640027478	5	0	0	gc19_pc.3utr::gencode::HABP4::ENSG00000130956.9
gc19_pc.3utr::gencode::APLNR::ENSG00000134817.9	4	4	4	0.60677	1.0	0.39323	0.8948315640027478	4	0	0	gc19_pc.3utr::gencode::APLNR::ENSG00000134817.9
gc19_pc.3utr::gencode::C1S::ENSG00000182326.10	1	1	1	0.60678		0.39344		1	0	0	gc19_pc.3utr::gencode::C1S::ENSG00000182326.10
gc19_pc.3utr::gencode::PPP1R1B::ENSG00000131771.9	1	1	1	0.607		0.39351		1	0	0	gc19_pc.3utr::gencode::PPP1R1B::ENSG00000131771.9
gc19_pc.3utr::gencode::TMPRSS4::ENSG00000137648.12	9	9	8	0.607	1.0	0.393	0.894604206185567	8	1	0	gc19_pc.3utr::gencode::TMPRSS4::ENSG00000137648.12
gc19_pc.3utr::gencode::ALPL::ENSG00000162551.9	2	2	2	0.607	1.0	0.39301	0.894604206185567	2	0	0	gc19_pc.3utr::gencode::ALPL::ENSG00000162551.9
gc19_pc.3utr::gencode::RPS8::ENSG00000142937.7	1	1	1	0.60706		0.39388		1	0	0	gc19_pc.3utr::gencode::RPS8::ENSG00000142937.7
gc19_pc.3utr::gencode::DEFB132::ENSG00000186458.4	4	4	4	0.60723	1.0	0.39277	0.8944677332110933	4	0	0	gc19_pc.3utr::gencode::DEFB132::ENSG00000186458.4
gc19_pc.3utr::gencode::MRPL49::ENSG00000149792.4	1	1	1	0.60728		0.393		1	0	0	gc19_pc.3utr::gencode::MRPL49::ENSG00000149792.4
gc19_pc.3utr::gencode::SPINT3::ENSG00000101446.7	1	1	1	0.60735		0.39459		1	0	0	gc19_pc.3utr::gencode::SPINT3::ENSG00000101446.7
gc19_pc.3utr::gencode::PURG::ENSG00000172733.10	3	3	3	0.6075	1.0	0.3925	0.8940577716643742	3	0	0	gc19_pc.3utr::gencode::PURG::ENSG00000172733.10
gc19_pc.3utr::gencode::SOX18::ENSG00000203883.5	1	1	1	0.60752		0.39278		1	0	0	gc19_pc.3utr::gencode::SOX18::ENSG00000203883.5
gc19_pc.3utr::gencode::YEATS2::ENSG00000163872.11	1	1	1	0.60759		0.39261		1	0	0	gc19_pc.3utr::gencode::YEATS2::ENSG00000163872.11
gc19_pc.3utr::gencode::PDLIM5::ENSG00000163110.10	8	8	8	0.60759	1.0	0.39241	0.8940577298784682	7	0	1	gc19_pc.3utr::gencode::PDLIM5::ENSG00000163110.10
gc19_pc.3utr::gencode::LCE1B::ENSG00000196734.6	1	1	1	0.60762		0.39485		1	0	0	gc19_pc.3utr::gencode::LCE1B::ENSG00000196734.6
gc19_pc.3utr::gencode::NPBWR1::ENSG00000183729.3	1	1	1	0.60774		0.3945		1	0	0	gc19_pc.3utr::gencode::NPBWR1::ENSG00000183729.3
gc19_pc.3utr::gencode::RAB18::ENSG00000099246.12	5	5	5	0.60779	1.0	0.39221	0.8938070091743119	4	0	1	gc19_pc.3utr::gencode::RAB18::ENSG00000099246.12
gc19_pc.3utr::gencode::SRBD1::ENSG00000068784.8	1	1	1	0.60785		0.39257		1	0	0	gc19_pc.3utr::gencode::SRBD1::ENSG00000068784.8
gc19_pc.3utr::gencode::SNRPD1::ENSG00000167088.6	3	3	3	0.60791	1.0	0.39209	0.8937385271851341	3	0	0	gc19_pc.3utr::gencode::SNRPD1::ENSG00000167088.6
gc19_pc.3utr::gencode::NNMT::ENSG00000166741.3	3	3	3	0.6081	1.0	0.3919	0.8935104176227627	3	0	0	gc19_pc.3utr::gencode::NNMT::ENSG00000166741.3
gc19_pc.3utr::gencode::CTDSPL2::ENSG00000137770.9	4	4	4	0.6083	1.0	0.3917	0.8932593986688088	4	0	0	gc19_pc.3utr::gencode::CTDSPL2::ENSG00000137770.9
gc19_pc.3utr::gencode::GCLM::ENSG00000023909.5	5	5	5	0.60833	1.0	0.39167	0.8932593986688088	4	0	1	gc19_pc.3utr::gencode::GCLM::ENSG00000023909.5
gc19_pc.3utr::gencode::RP11-67H2.1::ENSG00000253207.3	12	12	12	0.6085	1.0	0.3915	0.8932133180252584	12	0	0	gc19_pc.3utr::gencode::RP11-67H2.1::ENSG00000253207.3
gc19_pc.3utr::gencode::SNF8::ENSG00000159210.5	2	2	2	0.60858	1.0	0.39142	0.8932133180252584	2	0	0	gc19_pc.3utr::gencode::SNF8::ENSG00000159210.5
gc19_pc.3utr::gencode::FAF2::ENSG00000113194.8	6	6	5	0.60862	1.0	0.39138	0.8932133180252584	6	0	0	gc19_pc.3utr::gencode::FAF2::ENSG00000113194.8
gc19_pc.3utr::gencode::OGFR::ENSG00000060491.12	2	2	2	0.60889	1.0	0.39112	0.8929614705882354	2	0	0	gc19_pc.3utr::gencode::OGFR::ENSG00000060491.12
gc19_pc.3utr::gencode::SCML4::ENSG00000146285.9	2	2	2	0.60891	1.0	0.39109	0.8929614705882354	2	0	0	gc19_pc.3utr::gencode::SCML4::ENSG00000146285.9
gc19_pc.3utr::gencode::LZIC::ENSG00000162441.7	1	1	1	0.60893		0.39212		1	0	0	gc19_pc.3utr::gencode::LZIC::ENSG00000162441.7
gc19_pc.3utr::gencode::CTSS::ENSG00000163131.6	8	8	8	0.60894	1.0	0.39106	0.8929614705882354	8	0	0	gc19_pc.3utr::gencode::CTSS::ENSG00000163131.6
gc19_pc.3utr::gencode::CLMN::ENSG00000165959.7	15	15	13	0.609	1.0	0.391	0.8929614705882354	15	0	0	gc19_pc.3utr::gencode::CLMN::ENSG00000165959.7
gc19_pc.3utr::gencode::SRCAP::ENSG00000080603.12	1	1	1	0.60907		0.39278		1	0	0	gc19_pc.3utr::gencode::SRCAP::ENSG00000080603.12
gc19_pc.3utr::gencode::ZIM3::ENSG00000141946.1	4	4	4	0.6091	1.0	0.3909	0.8929614705882354	3	1	0	gc19_pc.3utr::gencode::ZIM3::ENSG00000141946.1
gc19_pc.3utr::gencode::SHKBP1::ENSG00000160410.10	2	2	2	0.60916	1.0	0.39085	0.8929614705882354	2	0	0	gc19_pc.3utr::gencode::SHKBP1::ENSG00000160410.10
gc19_pc.3utr::gencode::FTSJ3::ENSG00000108592.12	1	1	1	0.60927		0.39285		1	0	0	gc19_pc.3utr::gencode::FTSJ3::ENSG00000108592.12
gc19_pc.3utr::gencode::CCDC60::ENSG00000183273.2	2	2	2	0.60929	1.0	0.39071	0.8929614705882354	2	0	0	gc19_pc.3utr::gencode::CCDC60::ENSG00000183273.2
gc19_pc.3utr::gencode::CHMP2B::ENSG00000083937.4	5	5	4	0.60946	1.0	0.39054	0.8929614705882354	5	0	0	gc19_pc.3utr::gencode::CHMP2B::ENSG00000083937.4
gc19_pc.3utr::gencode::CBX7::ENSG00000100307.8	2	2	2	0.6095	1.0	0.3905	0.8929614705882354	2	0	0	gc19_pc.3utr::gencode::CBX7::ENSG00000100307.8
gc19_pc.3utr::gencode::ABCA5::ENSG00000154265.11	12	12	12	0.60961	1.0	0.39039	0.8929614705882354	11	0	1	gc19_pc.3utr::gencode::ABCA5::ENSG00000154265.11
gc19_pc.3utr::gencode::ZNF594::ENSG00000180626.9	5	5	5	0.60963	1.0	0.39037	0.8929614705882354	5	0	0	gc19_pc.3utr::gencode::ZNF594::ENSG00000180626.9
gc19_pc.3utr::gencode::MYOZ2::ENSG00000172399.5	5	5	5	0.60975	1.0	0.39025	0.8929614705882354	5	0	0	gc19_pc.3utr::gencode::MYOZ2::ENSG00000172399.5
gc19_pc.3utr::gencode::C11orf70::ENSG00000137691.8	5	5	5	0.60975	1.0	0.39025	0.8929614705882354	5	0	0	gc19_pc.3utr::gencode::C11orf70::ENSG00000137691.8
gc19_pc.3utr::gencode::C2orf49::ENSG00000135974.5	5	5	5	0.60983	1.0	0.39017	0.8929614705882354	5	0	0	gc19_pc.3utr::gencode::C2orf49::ENSG00000135974.5
gc19_pc.3utr::gencode::APIP::ENSG00000149089.8	3	3	3	0.6099	1.0	0.3901	0.8929614705882354	3	0	0	gc19_pc.3utr::gencode::APIP::ENSG00000149089.8
gc19_pc.3utr::gencode::SEC61A1::ENSG00000058262.5	3	3	3	0.60997	1.0	0.39003	0.8929614705882354	3	0	0	gc19_pc.3utr::gencode::SEC61A1::ENSG00000058262.5
gc19_pc.3utr::gencode::ERC1::ENSG00000082805.15	7	7	7	0.61032	1.0	0.38968	0.8929567527675277	7	0	0	gc19_pc.3utr::gencode::ERC1::ENSG00000082805.15
gc19_pc.3utr::gencode::CLIP3::ENSG00000105270.10	1	1	1	0.61034		0.38971		1	0	0	gc19_pc.3utr::gencode::CLIP3::ENSG00000105270.10
gc19_pc.3utr::gencode::XPNPEP2::ENSG00000122121.6	1	1	1	0.61044		0.38994		1	0	0	gc19_pc.3utr::gencode::XPNPEP2::ENSG00000122121.6
gc19_pc.3utr::gencode::KTI12::ENSG00000198841.3	1	1	1	0.61069		0.3896		1	0	0	gc19_pc.3utr::gencode::KTI12::ENSG00000198841.3
gc19_pc.3utr::gencode::PPM1L::ENSG00000163590.9	14	14	13	0.61082	1.0	0.38918	0.8920167197231834	14	0	0	gc19_pc.3utr::gencode::PPM1L::ENSG00000163590.9
gc19_pc.3utr::gencode::ZMYM2::ENSG00000121741.12	8	8	8	0.61087	1.0	0.38913	0.8920167197231834	8	0	0	gc19_pc.3utr::gencode::ZMYM2::ENSG00000121741.12
gc19_pc.3utr::gencode::REEP5::ENSG00000129625.8	2	2	2	0.61088	1.0	0.38912	0.8920167197231834	2	0	0	gc19_pc.3utr::gencode::REEP5::ENSG00000129625.8
gc19_pc.3utr::gencode::BRWD3::ENSG00000165288.10	7	7	7	0.61097	1.0	0.38903	0.8920167197231834	7	0	0	gc19_pc.3utr::gencode::BRWD3::ENSG00000165288.10
gc19_pc.3utr::gencode::ALG13::ENSG00000101901.6	1	1	1	0.61105		0.389		1	0	0	gc19_pc.3utr::gencode::ALG13::ENSG00000101901.6
gc19_pc.3utr::gencode::SHISA2::ENSG00000180730.4	11	11	10	0.61105	1.0	0.38895	0.8920167197231834	11	0	0	gc19_pc.3utr::gencode::SHISA2::ENSG00000180730.4
gc19_pc.3utr::gencode::LHX1::ENSG00000132130.7	5	5	5	0.61106	1.0	0.38894	0.8920167197231834	5	0	0	gc19_pc.3utr::gencode::LHX1::ENSG00000132130.7
gc19_pc.3utr::gencode::MRPL47::ENSG00000136522.9	1	1	1	0.61117		0.38998		1	0	0	gc19_pc.3utr::gencode::MRPL47::ENSG00000136522.9
gc19_pc.3utr::gencode::BCL2L11::ENSG00000153094.17	15	15	15	0.61121	1.0	0.38879	0.8920167197231834	13	0	2	gc19_pc.3utr::gencode::BCL2L11::ENSG00000153094.17
gc19_pc.3utr::gencode::TMEM37::ENSG00000171227.6	5	5	5	0.61122	1.0	0.38878	0.8920167197231834	4	0	1	gc19_pc.3utr::gencode::TMEM37::ENSG00000171227.6
gc19_pc.3utr::gencode::STX11::ENSG00000135604.9	6	6	6	0.61126	1.0	0.38874	0.8920167197231834	6	0	0	gc19_pc.3utr::gencode::STX11::ENSG00000135604.9
gc19_pc.3utr::gencode::SPIRE2::ENSG00000204991.6	1	1	1	0.61131		0.38893		1	0	0	gc19_pc.3utr::gencode::SPIRE2::ENSG00000204991.6
gc19_pc.3utr::gencode::VSTM5::ENSG00000214376.5	5	5	5	0.61134	1.0	0.38866	0.8920167197231834	4	0	1	gc19_pc.3utr::gencode::VSTM5::ENSG00000214376.5
gc19_pc.3utr::gencode::TOMM22::ENSG00000100216.4	2	2	2	0.61136	1.0	0.38864	0.8920167197231834	2	0	0	gc19_pc.3utr::gencode::TOMM22::ENSG00000100216.4
gc19_pc.3utr::gencode::HNRNPH3::ENSG00000096746.13	1	1	1	0.61137		0.38872		1	0	0	gc19_pc.3utr::gencode::HNRNPH3::ENSG00000096746.13
gc19_pc.3utr::gencode::FAU::ENSG00000149806.6	1	1	1	0.61148		0.38933		1	0	0	gc19_pc.3utr::gencode::FAU::ENSG00000149806.6
gc19_pc.3utr::gencode::ACTL10::ENSG00000182584.4	1	1	1	0.61149		0.38932		1	0	0	gc19_pc.3utr::gencode::ACTL10::ENSG00000182584.4
gc19_pc.3utr::gencode::KLF6::ENSG00000067082.10	9	9	9	0.6115	1.0	0.3885	0.8920167197231834	9	0	0	gc19_pc.3utr::gencode::KLF6::ENSG00000067082.10
gc19_pc.3utr::gencode::FOXQ1::ENSG00000164379.4	1	1	1	0.61157		0.38884		1	0	0	gc19_pc.3utr::gencode::FOXQ1::ENSG00000164379.4
gc19_pc.3utr::gencode::C20orf112::ENSG00000197183.8	6	6	6	0.61159	1.0	0.38841	0.8920167197231834	5	0	1	gc19_pc.3utr::gencode::C20orf112::ENSG00000197183.8
gc19_pc.3utr::gencode::SLC16A10::ENSG00000112394.12	13	13	12	0.61164	1.0	0.38836	0.8920167197231834	12	1	0	gc19_pc.3utr::gencode::SLC16A10::ENSG00000112394.12
gc19_pc.3utr::gencode::SPRR2G::ENSG00000159516.8	2	2	2	0.61168	1.0	0.38832	0.8920167197231834	2	0	0	gc19_pc.3utr::gencode::SPRR2G::ENSG00000159516.8
gc19_pc.3utr::gencode::MAPK11::ENSG00000185386.10	2	2	2	0.61184	1.0	0.38816	0.8920167197231834	2	0	0	gc19_pc.3utr::gencode::MAPK11::ENSG00000185386.10
gc19_pc.3utr::gencode::SUSD1::ENSG00000106868.12	1	1	1	0.61186		0.38878		1	0	0	gc19_pc.3utr::gencode::SUSD1::ENSG00000106868.12
gc19_pc.3utr::gencode::PRKCD::ENSG00000163932.9	1	1	1	0.61188		0.39062		1	0	0	gc19_pc.3utr::gencode::PRKCD::ENSG00000163932.9
gc19_pc.3utr::gencode::IRAK1::ENSG00000184216.7	1	1	1	0.61199		0.38838		1	0	0	gc19_pc.3utr::gencode::IRAK1::ENSG00000184216.7
gc19_pc.3utr::gencode::SPATA5L1::ENSG00000171763.13	1	1	1	0.61201		0.38997		1	0	0	gc19_pc.3utr::gencode::SPATA5L1::ENSG00000171763.13
gc19_pc.3utr::gencode::ZIC1::ENSG00000152977.5	12	12	12	0.61212	1.0	0.38788	0.8920167197231834	12	0	0	gc19_pc.3utr::gencode::ZIC1::ENSG00000152977.5
gc19_pc.3utr::gencode::CCDC150::ENSG00000144395.13	1	1	1	0.61226		0.39151		1	0	0	gc19_pc.3utr::gencode::CCDC150::ENSG00000144395.13
gc19_pc.3utr::gencode::HNRNPUL1::ENSG00000105323.12	1	1	1	0.61226		0.38799		1	0	0	gc19_pc.3utr::gencode::HNRNPUL1::ENSG00000105323.12
gc19_pc.3utr::gencode::ITGB5::ENSG00000082781.7	2	2	2	0.61247	1.0	0.38753	0.8917318388142659	2	0	0	gc19_pc.3utr::gencode::ITGB5::ENSG00000082781.7
gc19_pc.3utr::gencode::B3GNT7::ENSG00000156966.6	8	8	8	0.61251	1.0	0.38749	0.8917318388142659	8	0	0	gc19_pc.3utr::gencode::B3GNT7::ENSG00000156966.6
gc19_pc.3utr::gencode::SNRNP40::ENSG00000060688.8	1	1	1	0.61253		0.38803		1	0	0	gc19_pc.3utr::gencode::SNRNP40::ENSG00000060688.8
gc19_pc.3utr::gencode::SPRR2B::ENSG00000196805.6	2	2	2	0.6126	1.0	0.3874	0.8917318388142659	2	0	0	gc19_pc.3utr::gencode::SPRR2B::ENSG00000196805.6
gc19_pc.3utr::gencode::DBH::ENSG00000123454.6	3	3	3	0.61298	1.0	0.38702	0.8911774553881807	3	0	0	gc19_pc.3utr::gencode::DBH::ENSG00000123454.6
gc19_pc.3utr::gencode::HORMAD1::ENSG00000143452.11	1	1	1	0.61309		0.38751		1	0	0	gc19_pc.3utr::gencode::HORMAD1::ENSG00000143452.11
gc19_pc.3utr::gencode::FGR::ENSG00000000938.8	5	5	5	0.6131	1.0	0.3869	0.8911076495132129	5	0	0	gc19_pc.3utr::gencode::FGR::ENSG00000000938.8
gc19_pc.3utr::gencode::HOXD1::ENSG00000128645.11	3	3	3	0.61321	1.0	0.38679	0.8910608485972642	3	0	0	gc19_pc.3utr::gencode::HOXD1::ENSG00000128645.11
gc19_pc.3utr::gencode::WDR55::ENSG00000120314.14	1	1	1	0.6133		0.38688		1	0	0	gc19_pc.3utr::gencode::WDR55::ENSG00000120314.14
gc19_pc.3utr::gencode::ABCB4::ENSG00000005471.11	1	1	1	0.61337		0.38846		1	0	0	gc19_pc.3utr::gencode::ABCB4::ENSG00000005471.11
gc19_pc.3utr::gencode::ADAMTS4::ENSG00000158859.9	14	14	14	0.61341	1.0	0.38659	0.8908066419294991	14	0	0	gc19_pc.3utr::gencode::ADAMTS4::ENSG00000158859.9
gc19_pc.3utr::gencode::MRPL18::ENSG00000112110.5	1	1	1	0.61344		0.38899		1	0	0	gc19_pc.3utr::gencode::MRPL18::ENSG00000112110.5
gc19_pc.3utr::gencode::RBM34::ENSG00000188739.10	1	1	1	0.61346		0.38723		1	0	0	gc19_pc.3utr::gencode::RBM34::ENSG00000188739.10
gc19_pc.3utr::gencode::MPP5::ENSG00000072415.4	4	4	4	0.61367	1.0	0.38633	0.8904140292275574	4	0	0	gc19_pc.3utr::gencode::MPP5::ENSG00000072415.4
gc19_pc.3utr::gencode::OVOL3::ENSG00000105261.5	1	1	1	0.61368		0.39023		1	0	0	gc19_pc.3utr::gencode::OVOL3::ENSG00000105261.5
gc19_pc.3utr::gencode::AQP4::ENSG00000171885.9	19	19	14	0.61377	1.0	0.38623	0.8903900881670535	19	0	0	gc19_pc.3utr::gencode::AQP4::ENSG00000171885.9
gc19_pc.3utr::gencode::AGBL2::ENSG00000165923.11	1	1	1	0.6138		0.38689		1	0	0	gc19_pc.3utr::gencode::AGBL2::ENSG00000165923.11
gc19_pc.3utr::gencode::PEX3::ENSG00000034693.10	1	1	1	0.61387		0.38701		1	0	0	gc19_pc.3utr::gencode::PEX3::ENSG00000034693.10
gc19_pc.3utr::gencode::SPG11::ENSG00000104133.10	1	1	1	0.6139		0.38625		1	0	0	gc19_pc.3utr::gencode::SPG11::ENSG00000104133.10
gc19_pc.3utr::gencode::MRPL17::ENSG00000158042.8	1	1	1	0.61394		0.38629		1	0	0	gc19_pc.3utr::gencode::MRPL17::ENSG00000158042.8
gc19_pc.3utr::gencode::ZC3HAV1::ENSG00000105939.8	13	13	13	0.61418	1.0	0.38582	0.8896513158505454	12	0	1	gc19_pc.3utr::gencode::ZC3HAV1::ENSG00000105939.8
gc19_pc.3utr::gencode::RFWD3::ENSG00000168411.9	2	2	2	0.61426	1.0	0.38574	0.8896513158505454	2	0	0	gc19_pc.3utr::gencode::RFWD3::ENSG00000168411.9
gc19_pc.3utr::gencode::VSX1::ENSG00000100987.10	5	5	5	0.61426	1.0	0.38574	0.8896513158505454	5	0	0	gc19_pc.3utr::gencode::VSX1::ENSG00000100987.10
gc19_pc.3utr::gencode::CYCS::ENSG00000172115.4	6	6	6	0.61433	1.0	0.38567	0.8896513158505454	6	0	0	gc19_pc.3utr::gencode::CYCS::ENSG00000172115.4
gc19_pc.3utr::gencode::FBXO47::ENSG00000204952.2	2	2	2	0.61453	1.0	0.38547	0.8896513158505454	2	0	0	gc19_pc.3utr::gencode::FBXO47::ENSG00000204952.2
